STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
nagyrefs11,Guy,YES,"Soloneski, S; Kujawski, M; Scuto, A; Larramendy, ML","Carbamates: A study on genotoxic, cytotoxic, and apoptotic effects induced in Chinese hamster ovary (CHO-K1) cells",TOXICOLOGY IN VITRO,"In vitro effects of the carbamates pirimicarb and zineb and their formulations Aficida(R) (50% pirimicarb) and Azzurro(R) (70% zineb), respectively, were evaluated in Chinese hamster ovary (CHO-K1) cells. Whereas the cytokinesis-blocked micronucleus cytome assay was employed to test for genotoxicity, MTT, neutral red (NR), and apoptosis evaluation were used as tests for estimating cell viability and succinic dehydrogenase activity, respectively. Concentrations tested were 10-300 mu g/ml for pirimicarb and Aficida(R), and 1-50 mu g/ml for zineb and Azzurro(R). All compounds were able to increase the frequency of micronuclei. A marked reduction in the nuclear division index was observed after treatment with 5 mu g/ml of zineb and Azzurro(R) and 10 mu g/ml of Azzurro(R). Alterations in the cellular morphology not allowing the recognition of binucleated cells exposed to 300 mu g/ml pirimicarb and Aficida(R) as well as 10-50 mu g/ml zineb and Azzurro(R). All four compounds induced inhibition of both cell viability and succinic dehydrogenase activity and trigger apoptosis in CHO-K1 cells, at least when exposed for 24 h. The data herein demonstrate the genotoxic and cytotoxic effects exerted by these carbamates and reveal the potential risk factor of these pesticides, still extensively used worldwide, for both human health and the environment. (C) 2015 Elsevier Ltd. All rights reserved.",2015,29,834,844,10.1016/j.tiv.2015.03.011
nagyrefs12,Guy,NO,"Boon, PE; van Donkersgoed, G; Christodoulou, D; Crepet, A; D'Addezio, L; Desvignes, V; Ericsson, BG; Galimberti, F; Ioannou-Kakouri, E; Jensen, BH; Rehurkova, I; Rety, J; Ruprich, J; Sand, S; Stephenson, C; Stromberg, A; Turrini, A; van der Voet, H; Ziegler, P; Hamey, P; van Klaveren, JD",Cumulative dietary exposure to a selected group of pesticides of the triazole group in different European countries according to the EFSA guidance on probabilistic modelling,FOOD AND CHEMICAL TOXICOLOGY,"The practicality was examined of performing a cumulative dietary exposure assessment according to the requirements of the EFSA guidance on probabilistic modelling. For this the acute and chronic cumulative exposure to triazole pesticides was estimated using national food consumption and Monitoring data of eight European countries. Both the acute and chronic cumulative dietary exposures were calculated according to two model runs (optimistic and pessimistic) as recommended in the EFSA guidance. The exposures obtained with these model runs differed substantially for all countries, with the highest exposures obtained with the pessimistic model run. In this model run, animal commodities including cattle milk and different meat types, entered in the exposure calculations at the level of the maximum residue limit (MRL), contributed most to the exposure. We conclude that application of the optimistic model run on a routine basis for cumulative assessments is feasible. The pessimistic model run is laborious and the exposure results could be too far from reality. More experience with this approach is needed to stimulate the discussion of the feasibility of all the requirements, especially the inclusion of MRLs of animal commodities which seem to result in unrealistic conclusions regarding their contribution to the dietary exposure. (C) 2014 Elsevier Ltd. All rights reserved.",2015,79,13,31,10.1016/j.fct.2014.08.004
nagyrefs13,Guy,YES,"Li, DQ; Wu, XW; Yu, XQ; Huang, QC; Tao, LM",Synergistic effect of non-ionic surfactants Tween 80 and PEG6000 on cytotoxicity of insecticides,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,"The use of surfactants in the development of a suitable formulation for insecticides should improve the solubility behavior, the permeability and the efficiency against pests meanwhile decrease the toxic risks of insecticides on human health. Cytotoxicity of insecticides including abamectin, chlorfluazuron, hexaflumuron, chlorpyrifos, and tebufenozide was assessed on human HepG2 and lepidopteran Tn5B1-4 cells utilizing insecticide alone and in combination with nontoxic concentrations of nonionic surfactants Tween 80 and PEG6000. The results showed avermection revealed high cytotoxicity, chlorfluazuron and hexaflumuron possessed median cytotoxicity, and chlorpyrifos and tebufenozide had little cytotoxicity on HepG2 and Tn5B1-4 cells. The co-incubation with Tween 80 and PEG6000 powerfully counteracted the cytotoxicity of avermectin. Tween 80 enhanced, whereas PEG6000 compressed, the cytotoxicity of chlorfluazuron on Tn5B1-4 cells, and also improved a bit of the cytotoxidty of chlorpyrifos or tebufenozide on HepG2 cells. PEG6000 was more suitable to be used as surfactant in improving insecticide solubility and reducing the cytotoxicity. The present investigation demonstrates the necessity of utilizing surfactants to weaken the cytotoxicity of insecticides. (C) 2014 Elsevier B.V. All rights reserved.",2015,39,677,682,10.1016/j.etap.2014.12.015
nagyrefs14,Guy,YES,"Grillo, R; Pereira, AES; Nishisaka, CS; de Lima, R; Oehlke, K; Greiner, R; Fraceto, LF",Chitosan/tripolyphosphate nanoparticles loaded with paraquat herbicide: An environmentally safer alternative for weed control,JOURNAL OF HAZARDOUS MATERIALS,"Paraquat is a fast acting nonselective contact herbicide that is extensively used worldwide. However, the aqueous solubility and soil sorption of this compound can cause problems of toxicity in nontarget organisms. This work investigates the preparation and characterization of nanoparticles composed of chitosan and sodium tripolyphosphate (TPP) to produce an efficient herbicidal formulation that was less toxic and could be used for safer control of weeds in agriculture. The toxicities of the formulations were evaluated using cell culture viability assays and the Allium cepa chromosome aberration test. The herbicidal activity was investigated in cultivations of maize (Zea mays) and mustard (Brassica sp.), and soil sorption of the nanoencapsulated herbicide was measured. The efficiency association of paraquat with the nanoparticles was 62.6 +/- 0.7%. Encapsulation of the herbicide resulted in changes in its diffusion and release as well as its sorption by soil. Cytotoxicity and genotoxicity assays showed that the nanoencapsulated herbicide was less toxic than the pure compound, indicating its potential to control weeds while at the same time reducing environmental impacts. Measurements of herbicidal activity showed that the effectiveness of paraquat was preserved after encapsulation. It was concluded that the encapsulation of paraquat in nanoparticles can provide a useful means of reducing adverse impacts on human health and the environment, and that the formulation therefore has potential for use in agriculture. (C) 2014 Elsevier B.V. All rights reserved.",2014,278,163,171,10.1016/j.jhazmat.2014.05.079
nagyrefs15,Guy,YES,"Demir, E; Kaya, B; Kocaoglu Cenkci, S; Cetin, H; Marcos, R",In vivo Genotoxicity of Four Synthetic Pyrethroids with Combinations of Piperonyl Butoxide (PBO) Using the Drosophila SMART Assay,EKOLOJI,"In this study, the genotoxic effects of four synthetic pyrethroids (cypermethrin, cyphenothrin, deltamethrin, and permethrin) alone and their combinations with different rates of piperonyl butoxide (PBO) were studied using the wing somatic mutation and recombination test (SMART) of the Drosophila melanogaster. In the first stage, lethal concentration values (LC25 or LC50) of the synthetic pyrethroids and concentrations of PBO used for the synthetic pyrethroids were determined. Then, Drosophila larvae were exposed to lethal concentrations of synthetic pyrethroids and combinations with different rates of PBO (1:0.25, 1:0.5, 1:0.75, 1:1, and 1:2). According to the obtained results, alone and with the 13130 of the mixtures of the four synthetic pyrethroids are not genotc cic when compared with the negative control. In addition, the PBO when used alone demonstrated negative results when exposed to 1, 5, and 25 ppm concentrations, while demonstrating positive result when exposed to 50 ppm concentration. However, the PBO did not show any co-genotoxic activity with the four tested synthetic pyrethroids. Results of this study will take an important place in human and environmental health with the new results for the PBO ratios in insecticide formulations.",2014,23,9,18,10.5053/ekoloji.2014.922
nagyrefs16,Guy,YES,"Mesnage, R; Defarge, N; de Vendomois, JS; Seralini, GE",Major Pesticides Are More Toxic to Human Cells Than Their Declared Active Principles,BIOMED RESEARCH INTERNATIONAL,"Pesticides are used throughout the world as mixtures called formulations. They contain adjuvants, which are often kept confidential and are called inerts by the manufacturing companies, plus a declared active principle, which is usually tested alone. We tested the toxicity of 9 pesticides, comparing active principles and their formulations, on three human cell lines ( HepG2, HEK293, and JEG3). Glyphosate, isoproturon, fluroxypyr, pirimicarb, imidacloprid, acetamiprid, tebuconazole, epoxiconazole, and prochloraz constitute, respectively, the active principles of 3 major herbicides, 3 insecticides, and 3 fungicides. We measured mitochondrial activities, membrane degradations, and caspases 3/7 activities. Fungicides were the most toxic from concentrations 300-600 times lower than agricultural dilutions, followed by herbicides and then insecticides, with very similar profiles in all cell types. Despite its relatively benign reputation, Roundup was among the most toxic herbicides and insecticides tested. Most importantly, 8 formulations out of 9 were up to one thousand times more toxic than their active principles. Our results challenge the relevance of the acceptable daily intake for pesticides because this norm is calculated from the toxicity of the active principle alone. Chronic tests on pesticides may not reflect relevant environmental exposures if only one ingredient of these mixtures is tested alone.",2014,2014,NA,NA,10.1155/2014/179691
nagyrefs17,Guy,YES,"Padula, G; Ponzinibbio, MV; Picco, S; Seoane, A",Assessment of the adverse effects of the acaricide amitraz: in vitro evaluation of genotoxicity,TOXICOLOGY MECHANISMS AND METHODS,"Amitraz is a formamidine widely used in Veterinary Medicine for the treatment of ectoparasites. It is a highly liposoluble compound that is quickly absorbed through the skin and mucous membranes, thus making exposure potentially dangerous for humans and animals. The aim of this study was to compare the genotoxic potential of the active constituent of the insecticide amitraz and a commercial product containing amitraz in vitro in hamster cells. The induction of primary DNA damage was evaluated by alkaline single-cell gel electrophoresis (comet assay) and the apoptotic ability was examined by the Annexin V/propidium iodide staining assay. The commercial formulation significantly increased the index of DNA damage at concentrations of 2.50-3.75 mu g/mL compared to the control. The active constituent only induced significant DNA damage with the highest concentration (3.75 mu g/mL). Although both tested products increased the frequency of cell death, neither of them induced significant differences. Genotoxic potential is a primary risk factor for long-term effects such as carcinogenic and reproductive toxicology. Results presented here highlight the need for further investigation of the potential health risk of this veterinary medicine.",2012,22,657,661,10.3109/15376516.2012.666683
nagyrefs18,Guy,YES,"Weir, SM; Yu, SY; Salice, CJ",Acute toxicity of herbicide formulations and chronic toxicity of technical-grade trifluralin to larval green frogs (Lithobates clamitans),ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Fewer toxicity studies have been performed on herbicides than on insecticides despite heavier use of herbicides and evidence of herbicide formulation toxicity to amphibians. We conducted acute and chronic toxicity tests with the herbicide trifluralin (2,6-dinitro-N,N-dipropyl-4-(trifluoromethyl)aniline) on tadpoles. Herbicide formulations had lower median lethal concentrations than an insecticide formulation and technical-grade trifluralin. Chronic trifluralin exposure resulted in significantly smaller tadpoles at low concentrations (20?mu g/L) compared with controls and 200-mu g/L treatments. Environ. Toxicol. Chem. 2012; 31: 20292034. (c) 2012 SETAC",2012,31,2029,2034,10.1002/etc.1910
nagyrefs19,Guy,YES,"Guilherme, S; Santos, MA; Barroso, C; Gaivao, I; Pacheco, M",Differential genotoxicity of Roundup (R) formulation and its constituents in blood cells of fish (Anguilla anguilla): considerations on chemical interactions and DNA damaging mechanisms,ECOTOXICOLOGY,"It has been widely recognized that pesticides represent a potential threat in aquatic ecosystems. However, the knowledge on the genotoxicity of pesticides to fish is still limited. Moreover, genotoxic studies have been almost exclusively focused on the active ingredients, whereas the effect of adjuvants is frequently ignored. Hence, the present study addressed the herbicide Roundup(A (R)), evaluating the relative contribution of the active ingredient (glyphosate) and the surfactant (polyethoxylated amine; POEA) to the genotoxicity of the commercial formulation on Anguilla anguilla. Fish were exposed to equivalent concentrations of Roundup(A (R)) (58, 116 mu g L-1), glyphosate (17.9, 35.7 mu g L-1) and POEA (9.3, 18.6 mu g L-1), during 1 and 3 days. The comet assay was applied to blood cells, either as the standard procedure, or with an extra step involving DNA lesion-specific repair enzymes in an attempt to clarify DNA damaging mechanisms. The results confirmed the genotoxicity of Roundup(A (R)), also demonstrating the genotoxic potential of glyphosate and POEA individually. Though both components contributed to the overall genotoxicity of the pesticide formulation, the sum of their individual effects was never observed, pointing out an antagonistic interaction. Although POEA is far from being considered biologically inert, it did not increase the risk associated to glyphosate when the two were combined. The analysis of oxidatively induced breaks suggested that oxidation of DNA bases was not a dominant mechanism of damage. The present findings highlighted the risk posed to fish populations by the assessed chemicals, jointly or individually, emphasizing the need to define regulatory thresholds for all the formulation components and recommending, in particular, the revision of the hazard classification of POEA.",2012,21,1381,1390,10.1007/s10646-012-0892-5
nagyrefs20,Guy,YES,"Danion, M; Le Floch, S; Kanan, R; Lamour, F; Quentel, C",Effects of in vivo chronic exposure to pendimethalin/Prowl 400 (R) on sanitary status and the immune system in rainbow trout (Oncorhynchus mykiss),SCIENCE OF THE TOTAL ENVIRONMENT,"The in vivo effects of the herbicide active substance (AS) pendimethalin (alone and with Prowl 400 adjuvant) were evaluated on sanitary status i.e. the health status with regard to chemical pollution and on the physiological state via the immune system in rainbow trout, Oncorhynchus mykiss. Four nominal exposure conditions were tested: i) control (C), ii) AS at 500 ng L-1 (P500), iii) AS at 800 ng L-1 (P800) and iv) Prowl 400 (R) at 500 ng L-1 (Pw). After a 28 day exposure period (D28), 10 fish were sampled for each condition and 10 other after a 15 day recovery period in clean fresh water (043). Pendimethalin concentrations in the exposure water and muscles were followed. White blood cell counts, differential leucocyte counts, cell mortality and phagocytosis activity were measured. Haemolytic alternative complement activity, lysozyme concentration and stress parameters were analyzed. The resulting concentration of pendimethalin in the exposure water was lower than the expected concentration. At D28, the concentration quantified in the contaminated fish was negligible in comparison with the Reference Dose for Oral Exposure estimated by US-EPA's Integrated Risk Information System. Leucopenia was noted in all contaminated fish. A decrease in phagocytosis activity and ACH(50) was also observed in contaminated fish by P800 and Pw. Disturbed lysozyme activity was noted only in fish exposed to Pw. Furthermore, during exposure to a similar concentration of pendimethalin, the commercial product seemed to be more immunotoxic than the AS alone. Finally, at D43, the effects proved reversible for sanitary status while immunity was still disturbed in contaminated fish by P800 and Pw. Crown Copyright (c) 2012 Published by Elsevier B.V. All rights reserved.",2012,424,143,152,10.1016/j.scitotenv.2012.02.055
nagyrefs21,Guy,YES,"Clair, E; Linn, L; Travert, C; Amiel, C; Seralini, GE; Panoff, JM","Effects of Roundup (R) and Glyphosate on Three Food Microorganisms: Geotrichum candidum, Lactococcus lactis subsp. cremoris and Lactobacillus delbrueckii subsp. bulgaricus",CURRENT MICROBIOLOGY,"Use of many pesticide products poses the problem of their effects on environment and health. Amongst them, the effects of glyphosate with its adjuvants and its by-products are regularly discussed. The aim of the present study was to shed light on the real impact on biodiversity and ecosystems of Roundup(A (R)), a major herbicide used worldwide, and the glyphosate it contains, by the study of their effects on growth and viability of microbial models, namely, on three food microorganisms (Geotrichum candidum, Lactococcus lactis subsp. cremoris and Lactobacillus delbrueckii subsp. bulgaricus) widely used as starters in traditional and industrial dairy technologies. The presented results evidence that Roundup(A (R)) has an inhibitory effect on microbial growth and a microbicide effect at lower concentrations than those recommended in agriculture. Interestingly, glyphosate at these levels has no significant effect on the three studied microorganisms. Our work is consistent with previous studies which demonstrated that the toxic effect of glyphosate was amplified by its formulation adjuvants on different human cells and other eukaryotic models. Moreover, these results should be considered in the understanding of the loss of microbiodiversity and microbial concentration observed in raw milk for many years.",2012,64,486,491,10.1007/s00284-012-0098-3
nagyrefs22,Guy,NO,"Schneider, K; Schwarz, M; Burkholder, I; Kopp-Schneider, A; Edler, L; Kinsner-Ovaskainen, A; Hartung, T; Hoffmann, S","ToxRTool, a new tool to assess the reliability of toxicological data",TOXICOLOGY LETTERS,"Evaluation of the reliability of toxicological data is of key importance for regulatory decision-making. In particular, the new EU Regulations concerning the registration, evaluation, authorisation and restriction of chemicals (REACH) and classification, labelling and packaging (CLP) according to the new globally harmonised system (GHS) rely on the integration of all available toxicological information. The so-called Klimisch categories, although well established and widely used, lack detailed criteria for assigning data quality to categories. A software-based tool (ToxRTool) was developed within the context of a project funded by the European Commission to provide comprehensive criteria and guidance for reliability evaluations of toxicological data. It is applicable to various types of experimental data, endpoints and studies (study reports, peer-reviewed publications) and leads to the assignment to Klimisch categories 1, 2 or 3. The tool aims to increase transparency and to harmonise approaches of reliability assessment. The tool consists of two parts, one to evaluate in vivo and one to evaluate in vitro data. The prototypes of the tool were tested in two independent inter-rater experiments. This approach allowed the analysis of the performance of the tool in practice and the identification and minimisation of sources of heterogeneity in evaluation results. The final version. ToxRTool, is publicly available for testing and use. (C) 2009 Elsevier Ireland Ltd. All rights reserved.",2009,189,138,144,10.1016/j.toxlet.2009.05.013
nagyrefs23,Guy,YES,"Pereira, JL; Antunes, SC; Castro, BB; Marques, CR; Goncalves, AMM; Goncalves, F; Pereira, R",Toxicity evaluation of three pesticides on non-target aquatic and soil organisms: commercial formulation versus active ingredient,ECOTOXICOLOGY,"The Ecological Risk Assessment of pesticides requires data regarding their toxicity to aquatic and terrestrial non-target species. Such requirements concern active ingredient(s), generally not considering the noxious potential of commercial formulations. This work intends to contribute with novel information on the effects of short-term exposures to two herbicides, with different modes of action (Spasor(A (R)), Stam Novel Flo 480(A (R))), and an insecticide (Lannate(A (R))), as well as to corresponding active ingredients (Glyphosate, Propanil and Methomyl, respectively). The microalga Pseudokirchneriella subcapitata (growth inhibition), the cladoceran Daphnia magna (immobilisation), and the earthworm Eisenia andrei (avoidance behaviour) were used as test species. Both herbicides were innocuous to all test organisms at environmentally realistic concentrations, except for Stam and Propanil (highly toxic for Pseudokirchneriella; moderately toxic to Daphnia). Lannate and Methomyl were highly toxic to Daphnia and caused Eisenia to significantly avoid the spiked soil at realistic application rates. The toxicity of formulations either overestimated (e.g. Stam/Propanil for P. subcapitata) or underestimated (e.g. Stam/Propanil for D. magna) that of the active ingredient.",2009,18,455,463,10.1007/s10646-009-0300-y
nagyrefs24,Guy,YES,"Kitulagodage, M; Astheimer, LB; Buttemer, WA","Diacetone alcohol, a dispersant solvent, contributes to acute toxicity of a fipronil-based insecticide in a passerine bird",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"Fipronil, a phenyl pyrazole pesticide, is aerially applied in eastern Australia to control locust outbreaks, usually as Adonis 3UL lnsecticide (R) (BASF), an ultra low (UL) volume formulation containing 0.3% active pesticide. We tested the toxicities of technical-grade fipronil, the Adonis 3UL formulation and its components in zebra finch, a native bird at risk of exposure in locust control regions. We estimated oral-dose LD50 by the Up-and-Down method. Under laboratory conditions, we identified unexpectedly high toxicities due exclusively to diacetone alcohol (DAA), a solvent making up 12.5% of the Adonis 3UL formulation. In contrast, finches were asymptomatic when exposed to 0.3% technical grade fipronil dissolved in a minimum amount of acetone. Depending upon the behaviour and persistence of DAA under field conditions, this formulation of Adonis 3UL may pose a far greater threat to the health of small birds and possibly other vertebrates than expected for fipronil alone. (C) 2007 Elsevier Inc. All rights reserved.",2008,71,597,600,10.1016/j.ecoenv.2007.11.001
nagyrefs25,Guy,NO,"Cox, C; Surgan, M",Unidentified inert ingredients in pesticides: Implications for human and environmental health,ENVIRONMENTAL HEALTH PERSPECTIVES,"BACKGROUND: By statute or regulation in the United States and elsewhere, pesticide ingredients are divided into two categories: active and inert (sometimes referred to as other ingredients, adjuvants, or coformulants). Despite their name, inert ingredients may be biologically or chemically active and are labeled inert only because of their function in the formulated product. Most of the tests required to register a pesticide are performed with the active ingredient alone, not the fall pesticide formulation. Inert ingredients are generally not identified on product labels and are often claimed to be confidential business information. OBJECTIVES: In this commentary, we describe the shortcomings of the current procedures for assessing the hazards of pesticide formulations and demonstrate that inert ingredients can increase the toxicity of and potential exposure to pesticide formulations. DISCUSSION: Inert ingredients can increase the ability of pesticide formulations to affect significant toxicologic end points, including developmental neurotoxicity, genotoxicity, and disruption of hormone function. They can also increase exposure by increasing dermal absorption, decreasing the efficacy of protective clothing, and increasing environmental mobility and persistence. Inert ingredients can increase the phytotoxicity of pesticide formulations as well as the toxicity to Fish, amphibians, and microorganisms. CONCLUSIONS: Pesticide registration should require fall assessment of formulations. Evaluations of pesticides under the National Environmental Policy Act, the Endangered Species Act, and similar statutes should include impact assessment of formulations. Environmental monitoring for pesticides should include inert ingredients. To enable independent research and risk assessment, inert ingredients should be identified on product labels.",2006,114,1803,1806,10.1289/ehp.9374
nagyrefs26,Guy,YES,"Zeljezic, D; Garaj-Vrhovac, V; Perkovic, P",Evaluation of DNA damage induced by atrazine and atrazine-based herbicide in human lymphocytes in vitro using a comet and DNA diffusion assay,TOXICOLOGY IN VITRO,"Atrazine is one of the most widely used herbicides in the world. When applied, it is not used as a pure active ingredient but in the form of commercial formulations. Besides atrazine, these formulations contain other substances that might represent a risk to human health due to their mutual interactions. We evaluated the genotoxicity, apoptosis and necrosis induction of atrazine as an active ingredient, the commercial formulation Gesaprim (R), and a Gesaprim (R) adjuvant mixture without atrazine by comet and DNA diffusion assay, respectively. Human lymphocytes were treated for 0.5, 1, 3, 5, and 8 It with 0.047 mu g/ml, 0.47 mu g/ml, 4.7 mu g/ml of substances tested both in the presence and in the absence of an exogenous metabolic activator. Atrazine did not appear to be genotoxic or to be capable of inducing apoptosis or necrosis. Unlike atrazine, Gesaprime (R) and the adjuvant mixture increased DNA damage in lymphocytes. After 5 h of treatment, it also increased the number of apoptotic cells. Metabolic activation additionally enhanced the DNA-damaging potential of Gesaprim (R) and the adjuvant mixture but did not affect atrazine genotoxicity. Thus, both assay endpoints differed significantly for the active ingredient and formulation. To evaluate the potential health risk of simultaneous exposure to adjuvants and an active ingredient, further efforts using a biomonitoring approach should be made. (c) 2006 Elsevier Ltd. All rights reserved.",2006,20,923,935,10.1016/j.tiv.2006.01.017
nagyrefs27,Guy,YES,"Hayes, TB; Case, P; Chui, S; Chung, D; Haeffele, C; Haston, K; Lee, M; Mai, VP; Marjuoa, Y; Parker, J; Tsui, M","Pesticide mixtures, endocrine disruption, and amphibian declines: Are we underestimating the impact?",ENVIRONMENTAL HEALTH PERSPECTIVES,"Amphibian populations are declining globally at an alarming rate. Pesticides are among a number of proposed causes for these declines. Although a sizable database examining effects of pesticides on amphibians exists, the vast majority of these studies focus on toxicological effects (lethality, external malformations, etc.) at relatively high doses (parts per million). Very few studies focus on effects such as endocrine disruption at low concentrations. Further, most studies examine exposures to single chemicals only. The present study examined nine pesticides (four herbicides, two fungicides, and three insecticides) used on cornfields in the midwestern United States. Effects of each pesticide alone (0.1 ppb) or in combination were examined. In addition, we also examined atrazine and S-metolachlor combined (0.1 or 10 ppb each) and the commercial formulation Bicep II Magnum, which contains both of these herbicides. These two pesticides were examined in combination because they are persistent throughout the year in the wild. We examined larval growth and development, sex differentiation, and immune function in leopard frogs (Rana pipiens). In a follow-up study, we also examined the effects of the nine-compound mixture on plasma corticosterone levels in male African clawed frogs (Xenopus laevis). Although some of the pesticides individually inhibited larval growth and development, the pesticide mixtures had much greater effects. Larval growth and development were retarded, but most significantly, pesticide mixtures negated or reversed the typically positive correlation between time to metamorphosis and size at metamorphosis observed in controls: exposed larvae that took longer to metamorphose were smaller than their counterparts that metamorphosed earlier. The nine-pesticide mixture also induced damage to the thymus, resulting in immunosuppression and contraction of flavobacterial meningitis. The study in X laevis revealed that these adverse effects may be due to an increase in plasma levels of the stress hormone corticosterone. Although it cannot be determined whether all the pesticides in the mixture contribute to these adverse effects or whether some pesticides are effectors, some are enhancers, and some are neutral, the present study revealed that estimating ecological risk and the impact of pesticides on amphibians using studies that examine only single pesticides at high concentrations may lead to gross underestimations of the role of pesticides in amphibian declines.",2006,114,40,50,10.1289/ehp.8051
nagyrefs28,Guy,YES,"Peixoto, F",Comparative effects of the Roundup and glyphosate on mitochondrial oxidative phosphorylation,CHEMOSPHERE,"The potential toxicity of the herbicide Roundup and its fundamental substance (glyphosate) was tested in bioenergetic functions of isolated rat liver mitocbondria. Roundup stimulates succinate-supported respiration twice, with simultaneous collapse of transmembrane electrical potential, while glyphosate used in the same concentrations does not induce any significant effect. Additionally, Roundup depresses state 3 respiration by about 40%, at 15 mM, whereas uncoupled respiration in the presence of FCCP is depressed by about 50%. Depression of uncoupled respiratory activity is mediated through partial inhibition of mitochondrial complexes II and III, but not of complex IV. The phosphorylative system was affected by both a direct and an indirect effect on the F0F1 ATPase activity. The addition of uncoupled concentrations of Roundup to Ca2+-loaded mitochondria treated with Ruthenium Red resulted in non-specific membrane permeabilization, as evidenced by mitochondrial swelling in isosmotic sucrose medium. Therefore, the uncoupling of oxidative phosphorylation is also related to the non-specific membrane permeabilization induced by Roundup. Glyphosate alone does not show any relevant effect on the mitochondrial bioenergetics, in opposition to Roundup formulation products. The differences in the toxicity observed could be either attributed to some products of Roundup or to a synergic effect of glyphosate and formulation products. Bearing in mind that mitochondria is provided with a variety of bioenergetic functions mandatory for the regulation of intracellular aerobic energy production and electrolyte homeostasis, these results question the safety of Roundup on animal health. (c) 2005 Elsevier Ltd. All rights reserved.",2005,61,1115,1122,10.1016/j.chemosphere.2005.03.044
nagyrefs29,Guy,YES,"Richard, S; Moslemi, S; Sipahutar, H; Benachour, N; Seralini, GE",Differential effects of glyphosate and roundup on human placental cells and aromatase,ENVIRONMENTAL HEALTH PERSPECTIVES,"Roundup is a glyphosate-based herbicide used worldwide, including on most genetically modified plants that have been designed to tolerate it. Its residues may thus enter the food chain, and glyphosate is found as a contaminant in rivers. Some agricultural workers using glyphosate have pregnancy problems, but its mechanism of action in mammals is questioned. Here we show that glyphosate is toxic to human placental JEG3 cells within 18 hr with concentrations lower than those found with agricultural use, and this effect increases with concentration and time or in the presence of Roundup adjuvants. Surprisingly, Roundup is always more toxic than its active ingredient. We tested the effects of glyphosate and Roundup at lower nontoxic concentrations on aromatase, the enzyme responsible for estrogen synthesis. The glyphosate-based herbicide disrupts aromatase activity and mRNA levels and interacts with the active site of the purified enzyme, but the effects of glyphosate are facilitated by the Roundup formulation in microsomes or in cell culture. We conclude that endocrine and toxic effects of Roundup, not just glyphosate, can be observed in mammals. We suggest that the presence of Roundup adjuvants enhances glyphosate bioavailability and/or bioaccumulation.",2005,113,716,720,10.1289/ehp.7728
nagyrefs30,Guy,YES,"Key, P; Delorenzo, M; Gross, K; Chung, K; Clum, A",Toxicity of the mosquito control pesticide Scourge((R)) to adult and larval grass shrimp (Palaemonetes pugio),JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,"This study investigated the toxicity of various concentrations of technical resmethrinand Scourges on adult and larval Palaemonetes pugio, a common grass shrimp species. Two types of tests were conducted for each of the resmethrin formulations using adult and larval grass shrimp life stages, a 96-h static renewal aqueous test without sediment, and a 24-h static nonrenewal aqueous test with sediment. For resmethrin, the 96-h aqueous LC50 value for adult shrimp was 0.53 mu g/L (95% confidence interval (CI): 0.46-0.60 mu g/L), and for larval shrimp was 0.35 mu g/L (95% CI: 0.28-0.42 mu g/L). In the presence of sediment, technical resmethrin produced a 24-h LC50 value for adult shrimp of 5.44 mu g/L (95% CI: 4.52-6.55 mu g/L), and for larval shrimp of 2.15 mu g/L (95% CI: 1.35-3.43 mu g/L). For Scourge((R)), the 96-h aqueous LC50 for adult shrimp was 2.08 mg/L (95% CI: 1.70-2.54 mu g/L), and for larval shrimp was 0.36 mu g/L (95% CI: 0.24-0.55 mu g/L). The 24-h sediment test yielded an LC50 value of 16.12 mu g/L (95% CI: 14.79-17.57 mu g/L) for adult shrimp, and 14.16 mu g/L (95% CI: 12.21-16.43 mu g/L) for larvae. Adjusted LC50 values to reflect the 18% resmethrin concentration in Scourge((R)) are 0.37 mu g/L (adult), 0.07 mu g/L (larvae) for the 96-h aqueous test, and 2.90 mu g/L (adult), 2.6 mu g/L (larvae) for the 24-h sediment test. Larval grass shrimp were more sensitive to technical resmethrin and Scourges than the adult life stage. The results also demonstrate that synergized resmethrin is more toxic to P. pugio than the nonsynergized form, and that the presence of sediment decreases the toxicity of both resmethrin and Scourges.",2005,40,585,594,10.1081/PFC-200061552
