STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,YEAR,ABSTRACT
coxcited59,Guy,NO,"Kim, Hansol; Wang, Hui; Abassi, Sofia; Ki, Jang-Seu",The herbicide alachlor severely affects photosystem function and photosynthetic gene expression in the marine dinoflagellate Prorocentrum minimum,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,55,620,629,10.1080/03601234.2020.1755198,2020,"Alachlor is one of the most widely used herbicides and can remain in agricultural soils and wastewater. The toxicity of alachlor to marine life has been rarely studied; therefore, we evaluated the physiological and transcriptional responses in the marine dinoflagellate Prorocentrum minimum. The herbicide led to considerable decreases in P. minimum cell numbers and pigment contents. The EC50 was determined to be 0.373 mg/L. Photosynthesis efficiency and chlorophyll autofluorescence dramatically decreased with increasing alachlor dose and exposure time. Real-time PCR analysis showed that the photosynthesis-related genes PmpsbA, PmatpB, and PmrbcL were induced the most by alachlor; the transcriptional level of each gene varied with time. PmrbcL expression increased after 30 min of alachlor treatment, whereas PmatpB and PmpsbA increased after 24 h. The PmpsbA expression level was highest (5.0 times compared to control) after 6 h of alachlor treatment. There was no significant change in PmpsaA expression with varying treatment time or concentration. Additionally, there was no notable change in the expression of antioxidant genes PmGST and PmKatG, or in ROS accumulation. These suggest that alachlor may affect microalgal photosystem function, with little oxidative stress, causing severe physiological damage to the cells, and even cell death."
coxcited60,Guy,YES,"Moertl, Maria; Vehovszky, Agnes; Klatyik, Szandra; Takacs, Eszter; Gyori, Janos; Szekacs, Andras","Neonicotinoids: Spreading, Translocation and Aquatic Toxicity",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,17,,,10.3390/ijerph17062006,2020,"Various environmental and ecotoxicological aspects related to applications of neonicotinoid insecticides are assessed. Dosages of neonicotinoids applied in seed coating materials were determined and are compared to other applications (spray and granule). Environmental levels in soils and affecting factors in translocation are discussed. Excretion of neonicotinoids via guttation from coated maize seeds up to two months upon emergence, as well as cross-contamination of plants emerged from non-coated seeds or weeds nearby have been demonstrated. Contamination of surface waters is discussed in scope of a worldwide review and the environmental fate of the neonicotinoid active ingredients and the formulating surfactant appeared to be mutually affected by each other. Toxicity of neonicotinoid active ingredients and formulations on Daphnia magna completed with some investigations of activity of the detoxifying glutathione S-transferase enzyme demonstrated the modified toxicity due to the formulating agents. Electrophysiological results on identified central neurons of the terrestrial snail Helix pomatia showed acetylcholine antagonist (inhibitory) effects of neonicotinoid insecticide products, but no agonist (ACh-like) effects were recorded. These data also suggested different molecular targets (nicotinergic acetylcholine receptors and acetylcholine esterase enzyme) of neonicotinoids in the snail central nervous system."
coxcited61,Guy,YES,"Gorga, Agostina; Marcelo Rindone, Gustavo; Lucia Centola, Cecilia; Sobarzo, Cristian; Herminia Pellizzari, Eliana; del Carmen Camberos, Maria; Beatriz Cigorraga, Selva; Fernanda Riera, Maria; Noel Galardo, Maria; Beatriz Meroni, Silvina",In vitro effects of glyphosate and Roundup on Sertoli cell physiology,TOXICOLOGY IN VITRO,62,,,10.1016/j.tiv.2019.104682,2020,"Roundup (R), a formulation that contains glyphosate (G) as the active ingredient, is a commonly used nonselective herbicide that has been proposed to affect male fertility. It is well known that an adequate Sertoli cell function is essential to maintain germ cell development. The aim of the present study was to analyze whether G and R are able to affect Sertoli cell functions, such as energy metabolism and blood-testis barrier (BTB) integrity. Sertoli cell cultures from 20-day-old rats were exposed to 10 and 100 ppm of G or R, doses which do not decrease cell viability. Neither G nor R caused impairment in lactate production or fatty acid oxidation. G and R decreased Transepithelial Electrical Resistance, which indicates the establishment of a Sertoli cell junction barrier. However, neither G nor R modified the expression of claudin11, ZO1 and occludin, proteins that constitute the BTB. Analysis of cellular distribution of claudin11 by immunofluorescence showed that G and R induced a delocalization of the signal from membrane to the cytoplasm. The results suggest that G and R could alter an important function of Sertoli cell such as BTB integrity and thus they could compromise the normal development of spermatogenesis."
coxcited62,Guy,YES,"Pochron, Sharon; Simon, Leora; Mirza, Ashra; Littleton, Anne; Sahebzada, Feisal; Yudell, Michael",Glyphosate but not Roundup harms earthworms (Eisenia fetida),CHEMOSPHERE,241,,,10.1016/j.chemosphere.2019.125017,2020,"Glyphosate is the active ingredient in Roundup (R) formulations. While multiple studies have documented the toxicity, environmental persistence, and tendency to spread for glyphosate and Roundup (R), few studies have compared the toxicity of glyphosate-based formulations to the toxicity of pure glyphosate for soil invertebrates, which contact both the herbicide and the formulations. Hundreds of formulations exist; their inert ingredients are confidential; and glyphosate persists in our food, water, and soil. In this experiment, we held glyphosate type and concentration constant, varying only formulation. Using Roundup Ready-to-Use III (R), Roundup Super Concentrate (R), and pure glyphosate, we delivered 26.3 mg glyphosate in the form of isopropylamine salt per kg of soil to compost worms (Eisenia fetida). We found that worms living in soil spiked with pure glyphosate lost 14.8-25.9% of their biomass and survived a stress test for 22.2-333% less time than worms living in uncontaminated soil. Worms living in soil spiked with Roundup Ready-to-Use III (R) and Roundup Super Concentrate (R) did not lose body mass and survived the stress test as well as worms living in uncontaminated soil. No contaminant affected soil microbial or fungal biomass over the 40-day period of this experiment. We suggest that the nitrates and phosphates in the formulations offset the toxic effects of glyphosate by spurring microbial growth and speeding glyphosate degradation. We also found a 26.5-41.3% reduction in fungal biomass across all treatments over the course of this experiment, suggesting that the worms consumed fungi and spores. (C) 2019 Elsevier Ltd. All rights reserved."
coxcited63,Guy,NO,"Nagy, Karoly; Duca, Radu Corneliu; Lovas, Szabolcs; Creta, Matteo; Scheepers, Paul T. J.; Godderis, Lode; Adam, Balazs",Systematic review of comparative studies assessing the toxicity of pesticide active ingredients and their product formulations,ENVIRONMENTAL RESEARCH,181,,,10.1016/j.envres.2019.108926,2020,"Humans are exposed to complex chemical mixtures, such as pesticides. Although the need for the assessment of health and environmental hazards deriving from the interactions between various substances found in commercial pesticide formulations is becoming increasingly recognized, the approval of pesticide products is still mostly limited to determining the toxicity of the individual ingredients ignoring the possible combined effects in mixtures. The objective of this study was to systematically review the literature of in vitro and in vivo studies that simultaneously examine the toxicity of pesticide product formulations and their declared active ingredients to compare their toxicity to human health and to the environment.Two electronic databases were searched for studies that assessed the health effects of active pesticide ingredients and their product formulations. The literature search was performed with a combination of the following terms: pesticide, formulation, commercial product, commercial pesticide and health. After screening by predefined inclusion and exclusion criteria, quality and reliability assessment of eligible publications was conducted by use of the ToxRTool. Two investigators independently screened the identified publications and extracted results from eligible studies.Our search yielded 36 toxicity studies; 23 studies investigated herbicides, 15 examined insecticides and 4 focused on fungicides. Twenty-four studies reported increased toxicity of the product formulations versus their active ingredients, which, in most cases, were attributed to the presence of adjuvants in the formulations. A significant number (n = 10) of studies focused on the comparative testing of glyphosate and glyphosate-based herbicides, and six of them concluded that Roundup, the dominant product formulation of glyphosate, is more toxic than the active ingredient alone. We identified only 8 studies demonstrating reduced toxicity of product formulations in relation to the active ingredient that might be due to a potential antagonistic effect between the constituents.The results of this review demonstrate the inadequacy of current EU testing requirements for assessing the health hazards of pesticide product formulations based mainly on the evaluation of the individual ingredients and of at least one representative use and formulation. Ignoring the possible risks deriving from the interaction between the active and other ingredients of various commercial pesticide product formulations might result in the misinterpretation of its toxicological profile. At EU level efforts are currently made to address this issue. In this context, we recommend that all product formulations should be fully assessed during the authorization process."
coxcited64,Guy,NO,"Farajzadeh, Mir Ali; Abbaspour, Maryam; Kazemian, Roya; Mogaddam, Mohammad Reza Afshar",Preparation of a new three-component deep eutectic solvent and its use as an extraction solvent in dispersive liquid-liquid microextraction of pesticides in green tea and herbal distillates,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,100,1904,1912,10.1002/jsfa.10200,2020,"BACKGROUND A new solvent, deep eutectic solvent, in which there is growing interest, has been prepared and used as an extraction solvent in the dispersive liquid-liquid method of microextraction. To prepare the solvent, dichloroacetic acid, l-menthol, and n-butanol are mixed at a molar ratio of 4:1:1 and the deep eutectic solvent is formed after heating. Then a dispersive liquid-liquid microextraction method using the prepared solvent is used for the extraction and preconcentration of some pesticides from an aqueous sample. To carry out the procedure, the deep eutectic solvent is mixed with methanol and rapidly injected by a syringe into the aqueous sample containing the analytes. After centrifuging, an aliquot of the sedimented phase is injected into the gas chromatograph. The influence of several variables on the extraction efficiency was investigated and optimized. RESULTS Extraction recoveries and enrichment factors were obtained in the ranges of 53-86% and 1760-2853, respectively. The intra- (n = 6) and inter-day (n = 5) precision of the method was satisfactory, with relative standard deviations <= 7% obtained at two concentrations of 10 and 50 mu g L-1 of each analyte. Moreover, detection and quantification limits for the target analytes were obtained in the ranges of 0.11-0.23 and 0.38-0.74 mu g L-1, respectively. CONCLUSION Different samples, including green tea, rose water, lemon balm, mint, and pussy willow distillates were analyzed successfully using the method that was developed, and chlorpyrifos was found in rose water at a concentration of 17 +/- 1 mu g L-1 (n = 3). (c) 2019 Society of Chemical Industry"
coxcited65,Guy,NO,"Hooven, Louisa A.; Chakrabarti, Priyadarshini; Harper, Bryan J.; Sagili, Ramesh R.; Harper, Stacey L.",Potential Risk to Pollinators from Nanotechnology-Based Pesticides,MOLECULES,24,,,10.3390/molecules24244458,2019,"The decline in populations of insect pollinators is a global concern. While multiple factors are implicated, there is uncertainty surrounding the contribution of certain groups of pesticides to losses in wild and managed bees. Nanotechnology-based pesticides (NBPs) are formulations based on multiple particle sizes and types. By packaging active ingredients in engineered particles, NBPs offer many benefits and novel functions, but may also exhibit different properties in the environment when compared with older pesticide formulations. These new properties raise questions about the environmental disposition and fate of NBPs and their exposure to pollinators. Pollinators such as honey bees have evolved structural adaptations to collect pollen, but also inadvertently gather other types of environmental particles which may accumulate in hive materials. Knowledge of the interaction between pollinators, NBPs, and other types of particles is needed to better understand their exposure to pesticides, and essential for characterizing risk from diverse environmental contaminants. The present review discusses the properties, benefits and types of nanotechnology-based pesticides, the propensity of bees to collect such particles and potential impacts on bee pollinators."
coxcited66,Guy,YES,"Nagy, Karoly; Tessema, Roba Argaw; Budnik, Lygia Therese; Adam, Balazs",Comparative cyto- and genotoxicity assessment of glyphosate and glyphosate-based herbicides in human peripheral white blood cells,ENVIRONMENTAL RESEARCH,179,,,10.1016/j.envres.2019.108851,2019,"Glyphosate is the most heavily applied active compound of agricultural pesticides. It is solely used in more than 750 different glyphosate-based herbicide formulations (GBHs) that also contain other substances, mostly presumed as inert by regulatory agencies. The toxicity of formulations is currently assessed substance by substance, neglecting possible combined effects in mixtures and many of the findings regarding the toxic effects of glyphosate and GBHs to human cells are inconsistent. This is the first study to investigate and compare the cyto- and genotoxic potential of the active ingredient glyphosate and GBHs in human mononuclear white blood (HMWB) cells.HMWB cells were treated for 4 h at 37 degrees C with increasing concentrations (1-1000 mu M) of glyphosate alone and in three GBHs (Roundup Mega, Fozat 480 and Glyfos) to test cytotoxic effect with fluorescent colabelling and genotoxic effect with comet assay. In addition, each concentration was tested with and without metabolic activation using human liver S9 fraction.We found that glyphosate alone does not induce significant cytotoxicity and genotoxicity over the tested concentration range. Contrarily, GBHs induced statistically significant cell death from 250 mu M (Roundup Mega and Glyfos) and 500 mu M (Fozat 480), as well as statistically significant increase of DNA damage from 500 mu M (Roundup Mega and Glyfos) and 750 mu M (Fozat 480); however, the latter observation may not be explained by direct DNA injuries, rather due to the high level of cell death (> 70%) exerted by the formulations. Metabolic activation significantly increased the DNA damage levels induced by Glyfos, but not of the other GBHs and of glyphosate.The differences observed in the toxic pattern of formulations and the active principle may be attributed to the higher cytotoxic activity of other ingredients in the formulations or to the interaction of them with the active ingredient glyphosate. Hence, further investigation of formulations is crucial for assessing the true health risks of occupational and environmental exposures."
coxcited67,Guy,NO,"Lee, Heera; Lautenbach, Sven; Nieto, Ana Paula Garcia; Bondeau, Alberte; Cramer, Wolfgang; Geijzendorffer, Ilse R.",The impact of conservation farming practices on Mediterranean agro-ecosystem services provisioning-a meta-analysis,REGIONAL ENVIRONMENTAL CHANGE,19,2187,2202,10.1007/s10113-018-1447-y,2019,"In the Mediterranean region, the long-term provision of agro-ecosystem services is threatened by accelerating climate change, unsustainable farming practices, and other pressures. Alternative management practices such as conservation agriculture could be expected to ensure sustainability of ecosystem services from Mediterranean agro-ecosystems. Conservation agriculture is characterized by minimal soil disturbance, permanent soil cover, and diversification of crop species. We analyzed the impacts of several forms of alternative agricultural management practices (conservation tillage, cover cropping, mulching, manual weed management, organic fertilizer use, no-irrigation system) on multiple ecosystem services based on 155 published case studies (1994-2015). The effect size of various management options on four provisioning and four regulating ecosystem services were quantified. Impacts of conservation management options are not uniform. All regulating services were positively affected by the conservation management options except for the system without irrigation. In contrast, the provisioning services were inconsistently influenced by the conservation management options. For crop yield, environmentally sustainable soil management was beneficial, but organic fertilization (effect size = - 0.17), manual weed management (effect size = - 0.35), and no-irrigation system (effect size = - 0.5) led to lower crop yields. The impact on crop biomass was mainly negative but not significant. Water availability was especially important to enhance both provisioning and regulating services. Overall, alternative agriculture management practices led to more positive than negative effects on ecosystem services in the study region. Stimulating the application of conservation management practices is therefore an important policy option for decision-makers given the vulnerability of ecosystem services in the Mediterranean basin."
coxcited68,Guy,NO,"Gaw, Sally; Harford, Andrew; Pettigrove, Vincent; Sevicke-Jones, Graham; Manning, Therese; Ataria, James; Cresswell, Tom; Dafforn, Katherine A.; Leusch, Frederic D. L.; Moggridge, Bradley; Cameron, Marcus; Chapman, John; Coates, Gary; Colville, Anne; Death, Claire; Hageman, Kimberly; Hassell, Kathryn; Hoak, Molly; Gadd, Jennifer; Jolley, Dianne F.; Karami, Ali; Kotzakoulakis, Konstantinos; Lim, Richard; McRae, Nicole; Metzeling, Leon; Mooney, Thomas; Myers, Jackie; Pearson, Andrew; Saaristo, Minna; Sharley, Dave; Stuthe, Julia; Sutherland, Oliver; Thomas, Oliver; Tremblay, Louis; Wood, Waitangi; Boxall, Alistair B. A.; Rudd, Murray A.; Brooks, Bryan W.",Towards Sustainable Environmental Quality: Priority Research Questions for the Australasian Region of Oceania,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,15,917,935,10.1002/ieam.4180,2019,"Environmental challenges persist across the world, including the Australasian region of Oceania, where biodiversity hotspots and unique ecosystems such as the Great Barrier Reef are common. These systems are routinely affected by multiple stressors from anthropogenic activities, and increasingly influenced by global megatrends (e.g., the food-energy-water nexus, demographic transitions to cities) and climate change. Here we report priority research questions from the Global Horizon Scanning Project, which aimed to identify, prioritize, and advance environmental quality research needs from an Australasian perspective, within a global context. We employed a transparent and inclusive process of soliciting key questions from Australasian members of the Society of Environmental Toxicology and Chemistry. Following submission of 78 questions, 20 priority research questions were identified during an expert workshop in Nelson, New Zealand. These research questions covered a range of issues of global relevance, including research needed to more closely integrate ecotoxicology and ecology for the protection of ecosystems, increase flexibility for prioritizing chemical substances currently in commerce, understand the impacts of complex mixtures and multiple stressors, and define environmental quality and ecosystem integrity of temporary waters. Some questions have specific relevance to Australasia, particularly the uncertainties associated with using toxicity data from exotic species to protect unique indigenous species. Several related priority questions deal with the theme of how widely international ecotoxicological data and databases can be applied to regional ecosystems. Other timely questions, which focus on improving predictive chemistry and toxicology tools and techniques, will be important to answer several of the priority questions identified here. Another important question raised was how to protect local cultural and social values and maintain indigenous engagement during problem formulation and identification of ecosystem protection goals. Addressing these questions will be challenging, but doing so promises to advance environmental sustainability in Oceania and globally."
coxcited69,Guy,NO,"Korkaric, Muris; Junghans, Marion; Pasanen-Kase, Robert; Werner, Inge",Revising Environmental Quality Standards: Lessons Learned,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,15,948,960,10.1002/ieam.4192,2019,"An environmental quality standard (EQS) is a threshold value applied in regulatory monitoring for retrospective environmental risk assessment. However, an EQS may vary with time and between countries with shared water bodies, challenging coherent risk management. This study aimed to analyze the underlying reasons for changes in EQS values following a revision of previously derived EQSs for 62 substances. Relevant data were retrieved from publicly accessible databases, available literature, registration dossiers, and, in some cases, provided by manufacturers. Ecotoxicological data were assessed regarding reliability and relevance. As in previous studies, EQS derivation followed the European Union guideline. Overall, 61 annual average EQSs (AA-EQS) and 58 maximum acceptable concentration EQSs (MAC-EQS) were derived. Size and completeness of data sets generally increased due to the revision. AA-EQSs increased in 13 cases and decreased in 21 cases. MAC-EQSs increased in 22 cases and decreased in 11 cases. Most EQSs were derived using the deterministic assessment factor (AF) method. The number of substances for which EQSs were derived probabilistically by reference to the species sensitivity distribution (SSD) method increased from 2 to 5 AA-EQSs and from 6 to 11 MAC-EQSs. For AA-EQS derivation, AFs were reduced in 14 cases and increased in 6 cases. For MAC-EQS derivation, AFs were reduced in 9 cases and increased in 2 cases. Results demonstrate that the revisions did not generally lead to either lower or higher EQSs. The majority of EQSs (>93%) changed less than 10-fold. Clearly, EQSs based on small or incomplete data sets with large AFs were more prone to considerable changes in their numeric values when revised than EQSs based on SSDs. Thus, revision can reduce uncertainty and increase robustness of an EQS. In this study, however, available data continued to be insufficient to construct SSDs for the majority of substances. This was mostly due to a lack of reliable data. Integr Environ Assess Manag 2019;00:1-13. (c) 2019 SETAC"
coxcited70,Guy,YES,"Majumder, Rajib; Kaviraj, Anilava",Acute and sublethal effects of organophosphate insecticide chlorpyrifos on freshwater fish Oreochromis niloticus,DRUG AND CHEMICAL TOXICOLOGY,42,487,495,10.1080/01480545.2018.1425425,2019,"Chlorpyrifos is a widely used organosphosphate insecticide in India. Residue of the insecticide is frequently detected in trace to moderate concentration in food grains and in surface water of different freshwater ecosystems of the country. In this study, 96 h LC50 of the technical grade (94% a.i.) and commercial formulation (20% EC) of chlorpyrifos to freshwater fish Oreochromis niloticus were determined as 90.0 and 42.0 mu g/L based on 2 h actual concentration of chlorpyrifos in water. About 96 h exposure to sublethal concentrations (0, 12.0 and 25.0 mu g/L) of the commercial formulation (20% EC) of chlorpyrifos reduced the level of hepatic glycogen, activities of alkaline phosphatase, acetylcholinesterase, and catalase in liver and elevated the level of plasma glucose and activities of hepatic acid phosphatase, aspartate aminotransferase, and alanine aminotransferase in O. niloticus. About 28-day exposure to these sub-lethal concentrations caused anemia in fish, while 90 days exposure reduced growth of the fish and carcass concentration of crude protein and crude lipid as compared to control. It was concluded from this study that commercial formulation of chlorpyrifos (20% EC) was highly toxic to O. niloticus. Exposure to sub-lethal concentrations of the insecticide could induce oxidative stress and anemia resulting in reduced growth of the fish."
coxcited71,Guy,NO,"Mingo, Valentin; Leeb, Christoph; Fahl, Ann-Katrin; Loetters, Stefan; Bruehl, Carsten; Wagner, Norman",Validating buccal swabbing as a minimal-invasive method to detect pesticide exposure in squamate reptiles,CHEMOSPHERE,229,529,537,10.1016/j.chemosphere.2019.05.025,2019,"The use of enzymatic biomarkers constitutes a widely used approach in ecotoxicology. However, standard sampling procedures are invasive, requiring tissue, organ or blood extraction. This leads to concerns regarding conservation practice, animal welfare and restrictions in study design. New techniques are needed to avoid these problems, but still generate reliable data. Here, we aimed at validating the use of buccal swabs as a reliable method to detect pesticide exposure in reptiles. Common wall lizards (Podarcis muralis) were divided into control, dermal and oral treatment groups and exposed to different pesticide formulations. Subsequently, buccal swabs were taken and enzymatic activity was analyzed. We were able to confirm the suitability of the method to detect effects of pesticide exposure on the enzymatic level. While exposure to the formulation Roundup Ultramax (R) didn't match when compared to effects previously observed in situ when compared to other glyphosate based formulations, effects could still be detected. This can be seen as a strong indicator that the active ingredient of a formulation may not always be the mian driver for ecotoxicological effectsat the enzymatic level. At the same time, exposure towards the single formulation Vivando (R) didn't result in any effects. However, individuals residing in agricultural landscapes will mostly be exposed to pesticide mixes containing different formulations. Our results strongly advocate that buccal swabbing is a reliable minimal invasive method to generate samples for detecting effects of pesticide exposure in reptiles. Due to its easy handling, we believe it will provide new opportunities concerning study designs. (C) 2019 Elsevier Ltd. All rights reserved."
coxcited72,Guy,NO,"Tefera, Yonatal Mesfin; Thredgold, Leigh; Pisaniello, Dino; Gaskin, Sharyn",The greenhouse work environment: a modifier of occupational pesticide exposure?,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,54,817,831,10.1080/03601234.2019.1634972,2019,"Greenhouses are enclosed structures which have various characteristics that enhance crop productivity, but the implications for workers' pesticide exposure and uptake are not well understood. A narrative literature review was conducted to explore the mechanism/s of interactions between greenhouse characteristics and occupational pesticide exposure. Using a work, worker and workplace conceptual framework, the greenhouse environment (hot and humid microclimate, limited space and dense crop arrangements) combines with work characteristics (high work and pesticide use intensity, multi-tasking, predominantly manual spraying techniques and quick reentry to treated farms) to potentially increase occupational pesticide exposure, compared with open field farming. Greenhouse environments, are variable but have been shown to influence pesticide availability, route, pathways and frequency of exposure, deposition and distribution on a worker's body as well as use and performance of exposure control methods. Training programs can emphasize the differences in exposure potential between greenhouse and open field farming. Development of tailored guidelines for exposure control strategies to better suit the level of uniqueness of greenhouse agriculture seems warranted."
coxcited73,Guy,NO,"Mesnage, Robin; Benbrook, Charles; Antoniou, Michael N.",Insight into the confusion over surfactant co-formulants in glyphosate-based herbicides,FOOD AND CHEMICAL TOXICOLOGY,128,137,145,10.1016/j.fct.2019.03.053,2019,"Glyphosate is the active ingredient in glyphosate-based herbicides (GBHs). Other chemicals in GBHs are presumed as inert by regulatory authorities and are largely ignored in pesticide safety evaluations. We identified the surfactants in a cross-section of GBH formulations and compared their acute toxic effects. The first generation of polyethoxylated amine (POEA) surfactants (POE-tallowamine) in Roundup are markedly more toxic than glyphosate and heightened concerns of risks to human health, especially among heavily-exposed applicators. Beginning in the mid-1990s, first-generation POEM were progressively replaced by other POEA surfactants, ethoxylated etheramines, which exhibited lower non-target toxic effects. Lingering concern over surfactant toxicity was mitigated at least in part within the European Union by the introduction of propoxylated quaternary ammonium surfactants. This class of POEA surfactants are 100 times less toxic to aquatic ecosystems and human cells than previous GBH-POEA surfactants. As GBH composition is legally classified as confidential commercial information, confusion concerning the identity and concentrations of co-formulants is common and descriptions of test substances in published studies are often erroneous or incomplete. In order to resolve this confusion, laws requiring disclosure of the chemical composition of pesticide products could be enacted. Research to understand health implications from ingesting these substances is required."
coxcited74,Guy,YES,"Babel'ova, Janka; Sefcikova, Zuzana; Cikos, Stefan; Kovarikova, Veronika; Spirkova, Alexandra; Pisko, Jozef; Koppel, Juraj; Fabian, Dugan",In vitro exposure to pyrethroid-based products disrupts development of mouse preimplantation embryos,TOXICOLOGY IN VITRO,57,184,193,10.1016/j.tiv.2019.03.009,2019,"The objective of this study was to evaluate the potential toxicity of pyrethroids (deltamethrin, permethrin, fenvalerate, lambda-cyhalothrin), commercial pyrethroid-based products DECIS EW 50 (deltamethrin mixture), TOP SPOT ON STRONGER (permethrin mixture), as well as related secondary ingredients on mouse preimplantation embryo development.Two-cell stage embryos were in vitro cultured with addition of the listed chemicals until blastocyst formation. All active pyrethroids negatively affected embryonic development at 1000 mu M concentration. Decreased quality of obtained blastocysts in permethrin, fenvalerate and lambda-cyhalothrin-treated embryos was revealed as well. Deltamethrin showed harmful impact on embryo development at 100 mu M concentration. Lower concentrations of pyrethroids (1, 10 mu M) had no effect on embryo development.The presence of DECIS EW 50 containing deltamethrin at 100 mu M caused degeneration of all embryos. Similarly, TOP SPOT ON STRONGER containing 100 mu M of permethrin impaired embryonic development and quality of obtained blastocysts. Evaluated secondary ingredients (butylhydroxyanisol, butylhydroxytoluen, butylparaben and cyclohexanone) at corresponding concentrations showed damaging impact on preimplantation embryo development as well.Our results indicate that the embryotoxic potential of active pyrethroids is relatively low, whereas pyrethroid-based products have relatively high potential to impair mouse preimplantation development. Embryotoxicity of commercial products is probably attributable to the presence of secondary ingredients."
coxcited75,Guy,maybe,"Niedobova, Jana; Skalsky, Michal; Ourednickova, Jana; Michalko, Radek; Bartoskova, Adela",Synergistic effects of glyphosate formulation herbicide and tank-mixing adjuvants on Pardosa spiders,ENVIRONMENTAL POLLUTION,249,338,344,10.1016/j.envpol.2019.03.031,2019,"Glyphosate-based herbicides are the world's most consumed agrochemicals, and they are commonly used in various agroecosystems, including forests, as well as in urban zones and gardens. These herbicides are sold as formulations containing adjuvants. Other tank-mixing adjuvants (most often surfactants) are commonly added to these formulations prior to application. According to the manufacturers of agrochemicals, such tank mixes (as these are known in agronomic and horticultural practice) have modified properties and perform better than do the herbicides as used alone. The effects of these tank mixes on the environment and on beneficial arthropods are almost unknown. Therefore, we studied whether a herbicide formulation mixed with adjuvant has modified effects on one of the most common genera of ground-dwelling wolf spiders vis-a-vis the herbicide formulation and adjuvants themselves. Specifically, we studied the synergistic effect in the laboratory on the predatory activity (represented by the number of killed flies) of wolf spiders in the genus Pardosa after direct treatment using the glyphosate-based herbicide formulation Roundup klasik Pro (R), Roundup klasik Pro (R) in a mixture with the surfactant Wetcit (R), Roundup klasik Pro (R) in a mixture with the surfactant Agrovital (R), and the surfactants alone. We found that pure surfactants as well as herbicide-and-surfactants tank mixes significantly decrease the predatory activity of Pardosa spiders in the short term even as Roundup klasik Pro (R) did not itself have any such effect. Our results support the hypothesis that plant protection tank mixes may have modified effect on beneficial arthropods as compared to herbicide formulations alone. Therefore, testing of pesticide tank mixes is highly important, because it is these tank mixes that are actually applied to the environment. (C) 2019 Elsevier Ltd. All rights reserved."
coxcited76,Guy,NO,"Pandey, Aparamita; Dhabade, Prachi; Kumarasamy, Anand",Inflammatory Effects of Subacute Exposure of Roundup in Rat Liver and Adipose Tissue,DOSE-RESPONSE,17,,,10.1177/1559325819843380,2019,"Roundup is a popular herbicide containing glyphosate as an active ingredient. The formulation of Roundup is speculated to have critical toxic effects, one among which is chronic inflammation. The present study analyzed adverse inflammatory effects in the liver and adipose tissue of rats after a subacute exposure of Roundup. Adult male rats were exposed to various doses of Roundup (0, 5, 10, 25, 50, 100 and 250 mg/kg bodyweight [bw] glyphosate) orally, everyday for 14 days. On day 15, liver and adipose tissues from dosed rats were analyzed for inflammation markers. C-reactive protein in liver, cytokines IL-1 beta, TNF-alpha, IL-6, and inflammatory response marker, and prostaglandin-endoperoxide synthase were upregulated in liver and adipose of rats exposed to higher (100 and 250 mg/kg bw/d) doses of Roundup. Cumulatively, our data suggest development of inflammation in lipid and hepatic organs upon exposure to Roundup. Furthermore, liver histological studies showed formation of vacuoles, fibroid tissue, and glycogen depletion in the groups treated with doses of higher Roundup. These observations suggest progression of fatty liver disease in Roundup-treated adult rats. In summary, our data suggest progression of multiorgan inflammation, liver scarring, and dysfunction post short-term exposure of Roundup in adult male rats."
coxcited77,Guy,maybe,"Niedobova, Jana; Kristofova, Lucie; Michalko, Radek; Hula, Vladimir; Kynicky, Jindrich; Brtnicky, Martin",Effects of glufosinate-ammonium herbicide and pod sealant on spider Pardosa agrestis,JOURNAL OF APPLIED ENTOMOLOGY,143,196,203,10.1111/jen.12574,2019,"Herbicides based upon glufosinate-ammonium (GLA) are among the world's most widely used. They also are applied on the most prominent oil crops as desiccants in combination with pod sealants to prevent pod shatter and seed loss close to harvest. Even though these crops occupy a significant part of the world's agroecosystems, the effects of GLA herbicides on non-target arthropods, and in particular natural enemies of pests, have been studied very rarely, and such effects of pod sealants have never been studied. We studied in our laboratory mortality as well as prey capture efficiency of the common GLA herbicide and desiccant Basta 15((R)), pod sealant Arrest((R)), and a mixture of both on the wolf spider Pardosa agrestis. We found that Basta 15((R)) and the mixture had lethal effect on spiders. We also found significant, short-term effect on predatory activity of spiders after all treatments. Basta 15((R)) significantly influenced the amount of captured prey also in the long term. This is the first study showing lethal effect on spiders of the herbicide and herbicide plus pod sealant mixture. This is also the first study examining the effects of pod sealant on the mortality and predatory activity of a pest antagonist. More studies regarding the effects of agricultural chemical mixes are needed to uncover their effects on beneficial organisms existing within agroecosystems."
