DOI,yes_count,no_count,total,TITLE,STUDY_ID,AUTHORS,YEAR,ABSTRACT,JOURNAL,VOLUME,LPAGES,UPAGES,TYPE
10.1016/j.chemosphere.2024.143624,1,0,1,Glyphosate formulations cause mortality and diverse sublethal defects during embryonic development of the amphibian Xenopus laevis,119,Flach H.; Pfeffer S.; Dietmann P.; Kühl M.; Kühl S.J.,2024,"The human impact on environmental landscapes, such as land use, climate change or pollution, is threatening global biodiversity and ecosystems maintenance. Pesticides like the herbicide glyphosate have garnered considerable attention due to their well-documented harmful effects on non-target species. During application, the active ingredient glyphosate is utilized in various formulations, each containing different additive adjuvants. However, the possible effects of these formulations on amphibians - the group with the highest decline rates among vertebrates - remain largely unknown. Therefore, the present study investigated the effects of four glyphosate formulations (Glyphosat TF, Durano TF, Helosate 450 TF, Kyleo) on the embryonic development of the model organism Xenopus laevis (South African clawed frog). Embryos at the 2-cell stage were exposed to various concentrations of glyphosate formulations (glyphosate: 0.01–100 mg/L), and mortality as well as sublethal effects on different organs and tissues were analyzed. The results indicated that the formulations had different effects, particularly on the mortality of Xenopus laevis embryos. At sublethal concentrations, the formulations altered the embryos' external appearance, leading to malformations such as reduced eye and head size. In addition, exposure to formulations impaired heart morphology and function, and the expression of heart-specific genes was altered at a molecular level. Our results confirmed that glyphosate formulations had a stronger effect on Xenopus laevis embryogenesis than pure glyphosate. Therefore, it is crucial to evaluate the active ingredient and the co-formulations independently, as well as the combined, commercially available products, during pesticide risk assessments and renewal procedures of agrochemicals. The severe global decline of amphibians, partly due to herbicide use, highlights the need for strict and efficient monitoring of environmental pesticide loads and application areas. © 2024 The Authors",Chemosphere,367,NA,NA,Normal
10.1016/j.chemosphere.2025.144371,1,0,1,Nanopesticides ecotoxicity towards traditional ones: A case of study with Daphnia magna and λ-cyhalothrin,75,Andrade V.S.; Ale A.; Rossi A.S.; Cazenave J.; Antezana P.E.; Magni F.V.; Repetti M.R.; Desimone M.F.; Gutierrez M.F.,2025,"Nanotechnology has contributed to agriculture industry with novel products to improve the targeted delivery of active ingredients (a.i.), enable gradual release, avoid premature degradation, and increase efficacy. The properties of nanopesticides make their drift and environmental behavior more unpredictable than traditional formulations. Our aim was to compare the ecotoxicity of two insecticides with λ-cyhalothrin as a.i.: a nano-based one and a traditional emulsified, considering the incidence of temperature according to climate change prospections (20 and 24 °C). We evaluated their effects on Daphnia magna survival, body stores, and butyrylcholinesterase (BChE) activity. Although after 24 h the traditional formulation had greater lethality than the nanopesticide, after 48 h this pattern was reversed. At 24 °C the lethality of both pesticides increased. BChE activity was inhibited at 24 °C by both pesticides. In general, the increase in temperature negatively affected protein and glycogen content. The traditional formulation reduced glycogen content at 24 °C. A decrease in lipid content and the whole energy budget was observed in organisms exposed to the traditional formulation at both temperatures. Although the nano-based pesticide developed a delayed toxicity, it was more lethal than the traditional one in the long term. The temperature rise worsened the pesticides effects in terms of decreased survival, BChE activity inhibition, and energy reserves depletion. The development and regulation of new eco-safer nanopesticides needs to be complemented by their ecotoxicological assessment. It is imperative to analyze their impact in the context of climate change in order to develop mitigation and adaptation strategies. © 2025 Elsevier Ltd",Chemosphere,377,NA,NA,Normal/Nano
10.1016/j.cropro.2024.106822,1,1,2,Cyclobutrifluram (TYMIRIUM® technology): Low risks of a soil applied nematicide and fungicide to non-target soil invertebrates and bees,169,Thompson H.; Peris-Felipo F.J.; Peranginangin N.; Pocock M.; Gayan-Quijano A.L.,2024,"Cyclobutrifluram (TYMIRIUM® technology) is a seed- and soil-applied nematicide and fungicide which protects the plant root mass. Cyclobutrifluram acts by inhibiting mitochondrial complex II electron transport and succinate dehydrogenase inhibition (SDHI). Concerns over the potential adverse effects on non-target species were addressed by assessing whether recommended field application rates of cyclobutrifluram would result in adverse impacts on soil invertebrates or honeybees. Studies conducted under laboratory conditions with the active ingredient and two formulations provided No Observed Effect Concentrations for earthworm (Eisenia andreii) reproduction of 71–171 mg a.i./kg dry soil with no effects on soil mite (Hypoaspis aculifier) reproduction. There were no effects on honeybee (Apis mellifera) adults or larvae following chronic exposure to doses up to 400 and 160 mg/kg diet respectively. Using Brazil as a target market (soybean seed treatment and in-furrow application in fruiting vegetables), our laboratory studies indicate that the risk to two species of soil invertebrates and honeybees of the use of cyclobutrifluram either in-furrow or as a seed treatment was orders of magnitude below any levels of concern. © 2024 Elsevier Ltd",Crop Protection,184,NA,NA,Normal
10.1016/j.envint.2025.109307,1,0,1,Polyethylene glycol used as a dispersant potentiates the toxicity of insecticides in mammalian cells rather than insects,27,Muneeswaran T.; Bhatt T.; Park S.H.; Maruthupandy M.; Kim M.; Mathur V.; Lee J.-H.; Kim M.-S.; Cho W.-S.,2025,"Insecticides are used in household products with various dispersants such as polyethylene glycol (PEG) and polyoxyethylene lauryl ether (PLE) to improve solubility. Although certain effects are expected, the combination effects of insecticides and dispersants remain elusive. Here, five different classes of insecticides (i.e., dinotefuran, fipronil, hydramethylnon, indoxacarb, and etofenprox) were dispersed in water, PEG, and PLE, and their lung inflammation potential was evaluated by bronchoalveolar lavage fluid analysis 24 h after intratracheal instillation into the lungs of rats. All chemicals dispersed in water caused no inflammation. However, among the five chemicals dispersed in PEG and PLE, only hydramethylnon showed significant neutrophilic inflammation and hydramethylnon in PEG showed 4-fold higher inflammogenic potential than that in PLE. The in vitro cytotoxic potential of hydramethylnon in PEG was 10–17 fold (in A549) or 12–14 fold (in dTHP-1) higher than that of hydramethylnon in PLE, and greater than 370 fold (in A549) or 65–169 fold (in dTHP-1) higher than that in water. PEG toxicity increased due to the micellar formulation of hydramethylnon in PEG, increasing cellular uptake by simple diffusion. Therefore, the observed potentiation effect highlights that the combination effect of formulation of hydrophobic compounds with dispersants should be carefully evaluated. © 2025",Environment International,196,NA,NA,Normal
10.1016/j.envpol.2023.121164,1,0,1,Modification of sedimentation and bioaccumulation behavior as an efficient strategy to modulate the toxicity of pyraclostrobin to zebrafish (Danio rerio),622,"Wang, AP; Sun, Y; Sun, ZY; Liu, X; Yu, X; Li, K; Zhang, XX; Xu, Y; Mu, W; Li, BX",2023,"The behavior of pesticide particles or droplets might significantly influence their environmental risks. However, studies on the risk of different pesticide formulations in aqueous environments have rarely been reported. In this study, we prepared three types of pyraclostrobin formulations to evaluate their behavior in the aqueous envi-ronment and toxicological risks to zebrafish. The results showed that pyraclostrobin emulsifiable concentrate (EC) sank faster in water with increasing hydrophilicity and density of the solvent. The particles also sank faster with increasing particle size and particle density for suspension concentrate (SC) and microcapsules (MCs). Diverse behavior in water results in different temporal and spatial distributions of the active ingredient. EC-EGDA, SC-5 mu m, CS-Large and EC-MO sink or float over time, therefore reducing the effective dose suspended in water. Lower toxicological risks of the pesticides were also observed by reducing the enrichment of pyr-aclostrobin in zebrafish. In addition to the direct toxicity of the active ingredient, the type of pesticide formu-lations and their specific compositions might also influence the integrated toxicity. The environmental behavior of pesticide formulations should also be considered for their systematic assessment of environmental risks to ensure the scientific application of pesticides in different scenarios.",ENVIRONMENTAL POLLUTION,322,NA,NA,Normal
10.1016/j.envpol.2023.121545,1,0,1,"Effect of surfactants on the sorption-desorption, degradation, and transport of chlorothalonil and hydroxy-chlorothalonil in agricultural soils",494,Báez M.E.; Sarkar B.; Peña A.; Vidal J.; Espinoza J.; Fuentes E.,2023,"The fungicide chlorothalonil (CTL) and its metabolite hydroxy chlorothalonil (OH-CTL) constitute a risk of soil and water contamination, highlighting the need to find suitable soil remediation methods for these compounds. Surfactants can promote the bioavailability of organic compounds for enhanced microbial degradation, but the performance depends on soil and surfactant properties, sorption-desorption equilibria of contaminants and surfactants, and possible adverse effects of surfactants on microorganisms. This study investigated the influence of five surfactants [e.g., Triton X-100 (TX-100), sodium dodecyl sulphate (SDS), hexadecyltrimethylammonium bromide (HDTMA), Aerosol 22 and Tween 80] on the sorption-desorption, degradation, and mobility of CTL and OH-CTL in two volcanic and one non-volcanic soil. Sorption and desorption of fungicides depended on the sorption of surfactants on soils, surfactants' capacity to neutralize the net negative charge of soils, surfactants’ critical micellar concentration, and pH of soils. HDTMA was strongly adsorbed on soils, which shifted the fungicide sorption equilibria by increasing the distribution coefficient (Kd) values. Contrarily, SDS and TX-100 lowered CTL and OH-CTL sorption on soils by decreasing the Kd values, which resulted in an efficient extraction of the fungicide compounds from soil. SDS increased the degradation of CTL, especially in the non-volcanic soil (DT50 values were 14 and 7 days in natural and amended soils, with final residues <7% of the initial dose), whereas TX-100 enabled an early start and sustenance of OH-CTL degradation in all soils. CTL and OH-CTL stimulated soil microbial activities without noticeable deleterious effects of the surfactants. SDS and TX-100 also reduced the vertical transport of OH-CTL in soils. Results of this study could be extended to soils in other regions of the world because the tested soils represent widely different physical, chemical, and biological properties. © 2023 Elsevier Ltd",Environmental Pollution,327,NA,NA,Normal
10.1016/j.envpol.2023.121894,2,0,2,Zooplankton community turnover in response to a novel TiO2-coated nano-formulation of carbendazim and its constituents,465,Nederstigt T.A.P.; Bode B.; van Ommen J.R.; Peijnenburg W.J.G.M.; Vijver M.G.,2023,"Novel nanomaterial-based pesticide formulations are increasingly perceived as promising aids in the transition to more efficient agricultural production systems. The current understanding of potential unintended (eco)toxicological impacts of nano-formulated pesticides is scarce, in particular with regard to (non-target) aquatic organisms and ecosystems. The present study reports the results of a long-term freshwater mesocosm experiment which assessed responses of individual zooplankton taxa and communities to a novel TiO2-coated nano-formulation of the fungicide carbendazim. Population- and community trends were assessed and compared in response to the nano-formulation and its constituents applied individually (i.e. nano-sized TiO2, carbendazim) and in combination (i.e. nano-sized TiO2 & carbendazim). Minimal differences were observed between effects induced by the nano-formulation and its active ingredient (i.e. carbendazim) when applied at equivalent nominal test concentrations (4 μg L−1). Nano-sized TiO2 was found to affect zooplankton community trends when applied separately at environmentally realistic concentrations (20 μg L−1 nominal test concentration). However, when nano-sized TiO2 was applied in combination with carbendazim, nano-sized TiO2 was found not to alter effects on community trends induced by carbendazim. The findings of the current study provide an extensive and timely addition to the current body of work available on non-target impacts of nano-formulated pesticides. © 2023 The Authors",Environmental Pollution,333,NA,NA,Normal/Nano
10.1016/j.envpol.2023.123113,2,0,2,"In vivo estrogenicity of glyphosate, its formulations, and AMPA on transgenic zebrafish (Danio rerio) embryos",369,Tóth G.; Háhn J.; Szabó G.; Bakos K.; Volner C.; Liang X.; Göbölös B.; Bock I.; Szoboszlay S.; Urbányi B.; Kriszt B.; Kaszab E.; Szabó I.; Csenki Z.,2024,"In this study, the disrupting effects of glyphosate (GLY), aminomethylphosphonic acid (AMPA), and three glyphosate-based herbicides (GBHs) on vitellogenesis in a non-concentration-dependent manner are reported for the first time in 120 h of acute exposure of zebrafish at environmentally relevant concentrations. GBHs are commonly used worldwide in weed control management. Due to their extensive application, they frequently occur in aquatic ecosystems and may affect various organisms. The active substance GLY and its major by-product, AMPA, are the most thoroughly studied chemicals; however, the adverse effects of the complex formulas of GBHs with diverse and unknown content of co-formulants are still not sufficiently researched. This study focused on the embryotoxicity, sublethal malformations, and estrogenic potency of GLY, AMPA, and four commonly used GBHs on zebrafish embryos using a wild type and an estrogen-sensitive, transgenic zebrafish line (Tg(vtg1:mCherry)). After 120 h of exposition, AMPA did not cause acute toxicity, while the LC50 of GLY was 160 mg/L. The GBHs were more toxic with LC50 values ranging from 31 to 111 GLY active equivalent (a.e.) mg/L. Exposure to 0.35–2.8 mg/L GBHs led to sublethal abnormalities: typical symptoms were structural deformation of the lower jaw and anomalies in the olfactory region. Deformity rates were 10–30% in the treated groups. In vivo, fluorescently expressed vtg1 mCherry protein in embryonic liver was detected by a non-invasive microscopic method indicating estrogenic action through vitellogenin production by GLY, AMPA, and GBHs. To confirm the in vivo findings, RT-qPCR method was performed to determine the levels of the estrogenicity-related vtg1 mRNA. After 120 h of exposure to GLY, AMPA, and three GBHs at a concentration of 0.35 mg/L, the expression of vtg1 gene was significantly up-regulated. Our results highlight the risk that short-term GLY and GBH exposure can cause developmental malformations and disrupt the hormonal balance in zebrafish embryos. © 2023 Elsevier Ltd",Environmental Pollution,342,NA,NA,Normal
10.1016/j.envpol.2024.123669,1,0,1,Toxicity of glyphosate to animals: A meta-analytical approach,230,Evalen P.S.; Barnhardt E.N.; Ryu J.; Stahlschmidt Z.R.,2024,"Glyphosate (GLY)-based herbicides (GBHs) are the most commonly applied pesticide worldwide, and non-target organisms (e.g., animals) are now regularly exposed to GLY and GBHs due to the accumulation of these chemicals in many environments. Although GLY/GBH was previously considered to be non-toxic, growing evidence indicates that GLY/GBH negatively affects some animal taxa. However, there has been no systematic analysis quantifying its toxicity to animals. Therefore, we used a meta-analytical approach to determine whether there is a demonstrable effect of GLY/GBH toxicity across animals. We further addressed whether the effects of GLY/GBH vary due to (1) taxon (invertebrate vs. vertebrate), (2) habitat (aquatic vs. terrestrial), (3) type of biological response (behavior vs. physiology vs. survival), and (4) dosage or concentration of GLY/GBH. Using this approach, we also determined whether adjuvants (e.g., surfactants) in commercial formulations of GBHs increased toxicity for animals relative to exposure to GLY alone. We analyzed 1282 observations from 121 articles. We conclude that GLY is generally sub-lethally toxic for animals, particularly for animals in aquatic or marine habitats, and that toxicity did not exhibit dose-dependency. Yet, our analyses detected evidence for widespread publication bias so we encourage continued experimental investigations to better understand factors influencing GLY/GBH toxicity to animals. © 2024 The Authors",Environmental Pollution,347,NA,NA,Meta
10.1016/j.etap.2023.104196,4,0,4,Impaired physiological responses and neurotoxicity induced by a chlorpyrifos-based formulation in Caenorhabditis elegans are not solely dependent on the active ingredient,487,Jacques M.T.; Soares M.V.; Farina M.; Bornhorst J.; Schwerdtle T.; Ávila D.S.,2023,"The current massive and indiscriminate agrochemicals usage, which is inexorably linked to the toxic consequences to the environment and people, represents a great concern. Our work aimed to compare the toxicity induced by chlorpyrifos in its pure form (CPF) with that of a commercial formulation containing allegedly inert ingredients (CBCF) using Caenorhabditis elegans as in vivo model. After a 48 h exposure period, CBCF was 14 times more lethal than CPF; Hatching, brood size, body length and motor-related behavioral parameters were decreased, but these effects were significantly higher in CBCF-exposed worms. Additionally, CBCF induced significant morphological changes in cholinergic neurons, which are associated with the motor-related behavioral parameters. Finally, by analyzing the CBCF, we detected the presence of potentially-toxic metals that were not specified in the label. The presented results highlight the toxicological relevance of components present in the commercial formulations of pesticides, which have been claimed as inert compounds. © 2023 Elsevier B.V.",Environmental Toxicology and Pharmacology,101,NA,NA,Normal
10.1016/j.hazadv.2023.100334,1,0,1,"Toxicity of individual and combined effect of Mefenpyr di-ethyl safener and its co-herbicide, Fenoxaprop-P-ethyl, to zebrafish",553,Femi-Oloye O.P.; Oloye F.F.; Daneshamouz S.; Jones P.D.; Giesy J.P.,2023,"Mefenpyr diethyl (MEF), a supposed inert chemical, is a safener used in herbicide formulations with active ingredients such as Fenoxaprop-P-ethyl (FEN), has been found in surface water. Since the hazards of this safener, individually and in combination with its herbicide, toward non-target aquatic organisms, were not known,acute and chronic studies were conducted on various endpoints in embryos of zebrafish (Danio rerio). Endpoints during acute exposures included mortality and hatchability. During chronic exposures, the growth and survival of larvae were determined. Exposure to concentrations of MEF > 3 mg/L alone significantly decreased the rate of hatching, while exposure to FEN alone to > 3 mg/L had no significant effect on the rate of hatching. However, exposure to each of the chemicals individually caused some delay in hatching. When exposed in combination with FEN, adverse effects of MEF on the rate of hatching were mitigated in a dose-dependent manner. During the acute exposure to 3 mg/L, mortality was caused by MEF than FEN. During chronic exposures to 0.1 or 1.0 mg/L, MEF has more toxic potency than FEN. Both compounds caused some abnormalities, including pericardial edema, spinal curvature, tail malformation, and edema of the yoke sac. Based on the activities of SOD and GST, both MEF and FEN caused oxidative stress. FEN reduced the toxic potency of MEF when exposed together, but there were more deformities of greater severity in embryos exposed to MEF than those exposed to FEN. Molecular docking showed that both chemicals could potentially inhibit the activity of sex hormones and hatching enzymes. These results demonstrate that while classified as ""inert"", the safener, and FEN can cause various effects, including molecular responses and lethality and should be monitored and regulated. © 2023",Journal of Hazardous Materials Advances,11,NA,NA,Normal
10.1016/j.ijbiomac.2024.138894,2,0,2,High-performance delivery capsules co-assembled from lignin and chitosan with avermectin for sustainable pest management,61,Li X.; Yun Y.; Wang Y.; Zhu W.; Bu Q.; Fan Y.; Wang H.,2025,"Inexpensive biomass materials hold great potential for the development of green delivery systems aimed at improving the extremely low utilization efficiency of pesticides. However, current systems face challenges in achieving both high encapsulation rates and drug loading capacities. This study introduces a novel method using chitosan (CS) and sodium lignosulfonate (SL) to co-assemble with avermectin (AVM), a widely used hydrophobic pesticide, forming AVM-CS-SL micro-nano capsules. Engineered under optimized conditions of pH 5 and 40 °C, the capsules exhibit an AVM encapsulation efficiency of 84.27 % and a loading capacity of 90 %. The AVM-CS-SL capsules demonstrate multifunctional attributes that enhance pesticide application. The capsules, with an average diameter of 356 nm, facilitate stable embedding in leaf grooves and enable effective adhesion to leaf surfaces, thereby improving their resistance to wash-off by rain compared to conventional formulations. Their core-shell structure protects AVM from photodegradation, ensuring long-term stability and efficacy. The capsules also exhibit enhanced bioactivity, with higher mortality rates in Plutella xylostella larvae and low genotoxicity to Vicia faba plants. These findings highlight the strategy of developing multifunctional delivery systems by the co-assembled carrier materials with active ingredients, offering an effective solution for the sustainable development of society and environment. © 2024 Elsevier B.V.",International Journal of Biological Macromolecules,289,NA,NA,Nano
10.1016/j.indcrop.2023.116825,1,0,1,"Preparation of cinnamaldehyde nanoemulsions: Formula optimization, antifungal activity, leaf adhesion, and safety assessment",440,Feng J.; Sun L.; Zhai T.; Liang Q.; Jiang T.; Chen Z.,2023,"Plant essential oils have become an increasingly popular topic in agriculture due to their outstanding fungicidal activity, good biocompatibility and abundance of sources. Cinnamaldehyde is found in cinnamon essential oil and has good antifungal activity, but cinnamaldehyde also has negative characteristics such as high volatility, poor water solubility and easy oxidative degradation, which seriously hinder the potential of its antimicrobial properties and its application in agriculture. In this study, the effects of the surfactant ratio, concentration and emulsification method on the stability of cinnamaldehyde nanoemulsions were systematically investigated by observing the sample appearance, mean droplet size and differential scanning calorimetry (DSC) analysis. The results showed that the optimal formula of cinnamaldehyde nanoemulsion was a surfactant (R5:848) ratio of 1:1 and a concentration of 7%, and the emulsification method was E1: adding dropwise aqueous phase (deionized water) to the oil phase (cinnamaldehyde + surfactant). Cinnamaldehyde nanoemulsions showed good antifungal activity against rice sheath blight (Rhizoctonia solani), wheat sheath blight (Rhizoctonia cerealis) and wheat take-all (Gaeumannomyces graminis). The nanoemulsions also had excellent wetting properties on rice and wheat leaves, higher biosafety for nontarget environmental organisms such as zebrafish and earthworms, low cytotoxicity to human BASE-2B cells, and no inhibition of germination and growth of wheat and rice. The results of this research provide important ideas for the design of efficient, safe and environmentally friendly plant-derived fungicides. © 2023 Elsevier B.V.",Industrial Crops and Products,200,NA,NA,Nano/Bio
10.1016/j.jare.2024.12.034,1,0,1,Design of highly leaf-adhesive and anti-UV herbicide nanoformulation for enhanced herbicidal activity,67,Li D.; Li J.; Li H.; Bai Z.; Ma C.; Bai H.; Luo D.; Li Z.; Bai L.,2025,"Introduction: Conventional pesticide formulations have been widely used to boost agricultural productivity, but their weak foliar adhesion and instability under UV light during spraying lead to low utilization rates and potential environmental and health hazards. To counter these challenges, the development of nanoformulations represents a pivotal strategy. These advanced formulations are designed to enhance the efficacy of active ingredients (AIs) and reduce ecological impacts, thereby addressing the need for sustainable agricultural development. Objectives: The study aims to fabricate a highly leaf-adhesive and anti-UV herbicide nanoformulation, designed to enhance the herbicidal activity and utilization rates of AIs. Methods: Herein, the herbicide nanoformulations (Called CB@MSNs-TA-Fe) are synthesized by incorporating cyhalofop-butyl into tannic acid-Fe (III) ions-coated functionalized mesoporous silica. The foliar retention performance of the samples was assessed integrating SEM observation and HPLC analysis. Results: The CB@MSNs-TA-Fe with rough outer surface displays typical core–shell structure featuring an average diameter of about 118 nm. After amino modification, the CB@MSNs-TA-Fe shows enhanced loading rate for CB (14.4 ± 0.2 %) and superior thermal stability. The release rate of CB within CB@MSNs-TA-Fe under acidic conditions is higher compared to that under alkaline and neutral conditions. Upon UV irradiation, the half-life of CB within CB@MSNs-TA-Fe nanoparticles is 12.4 times higher than that of CB technical (CB TC). Enhanced foliar adhesion of CB@MSNs-TA-Fe on hydrophobic leaf surfaces is observed, which can effectively mitigate the risk of wash-off by rainfall. The CB@MSNs-TA-Fe displays enhanced herbicidal efficacies against barnyard grass under UV irradiation or simulated rainwater scouring, compared with CB TC and CB oil dispersion. Furthermore, the TA-Fe-coated MSNs-NH2 nano-carrier (MSNs-TA-Fe) reveals excellent biosafety on rice, zebrafish, and earthworms. Conclusion: The developed TA-Fe-functionalized herbicide nanoformulations, with high foliar adhesion and anti-UV properties, effectively improve the utilization efficiency of AIs, thus offering innovative solutions for the development of efficient pesticide formulations. © 2024",Journal of Advanced Research,NA,NA,NA,Nano
10.1016/j.jclepro.2024.142093,2,0,2,Fabrication of pH-responsive nanoparticles for co-delivery of fungicide and salicylic acid with synergistic antifungal activity,294,Huang Y.; Wang H.; Tang G.; Zhou Z.; Zhang X.; Liu Y.; Yan G.; Wang J.; Hu G.; Xiao J.; Yan W.; Cao Y.,2024,"Stimuli-responsive co-delivery nanopesticides with different action mechanisms have received widespread attention due to the improved bioactivity, long effective duration, and reduced risks to the environment. Herein, fungicide tebuconazole (TEB) and plant immune inducer poly(salicylic acid) (PSA) co-assembled nanoparticles (TP NPs) are fabricated through non-covalent interactions without the use of any adjuvants. The results show that the obtained TP NPs have excellent physicochemical properties, displaying uniform morphology with an average particle size of 152 nm, low PDI (0.064), and high surface activity. The TP NPs exhibit acid-responsive behaviors, enabling the intelligent release of active ingredients in the specific acidic microenvironment caused by the invasion of plant pathogens. In vitro fungicidal activities of TP NPs are 1.9 and 1.6 times higher than TEB technical against Sclerotinia sclerotiorum and Fusarium graminearum respectively. Additionally, the stimuli-responsive co-delivery fungicidal nanosystem not only has a longer effective duration compared to both TEB technical and TP Mix but also significantly reduces the genetic toxicity of TEB to the plants. Therefore, this fungicide and plant immune inducer co-delivery nanosystem provides a novel strategy for development of multimode synergetic nanopesticide and sustainable plant disease management. © 2024 Elsevier Ltd",Journal of Cleaner Production,451,NA,NA,Nano
10.1016/j.jece.2024.112406,2,0,2,Mesoporous silica-based pH/enzyme dual-response system: Nanoparticles for smart delivery of indoxacarb with improved insecticidal activity and biocompatibility,1079,Feng J.; Wei N.; Chen Z.; Hou C.; Liang Q.; Tan Y.,2024,"Mesoporous silica nanoparticles (MSN) are ideal carriers for agrochemical control release systems due to their smart environmental stimulus response by easy modification. Herein, MSN loaded with indoxacarb (IN) were successfully prepared using the hard template method. Dopamine (DA) and α-cyclohexapentylose (α-CD) were encapsulated around the MSN surface to obtain pH and enzyme dual-response nanoparticles (IN@MSN@PDA@α-CD). The prepared nanoparticles showed a spherical core-shell structure with a loading content of 22.5 %, and the polymer coating covering the surface of the nanoparticles effectively protected IN from photolysis. Moreover, different biostimuli associated with Spodoptera frugiperda can trigger the release of IN from nanoparticles. Compared with the commercial emulsifiable concentrate (14.93 mg L−1), IN@MSN@PDA@α-CD (8.89 mg L−1) extended the effective duration of IN against Spodoptera frugiperda, and considerably decreased the toxicity of IN to Eisenia fetida, zebrafish and human BEAS-2B cells. Thus, pH/enzyme dual-responsive nanoparticles have substantial potential for sustainable on-demand targeted delivery of agrochemicals and for improving their environmental safety. © 2024 Elsevier Ltd",Journal of Environmental Chemical Engineering,12,NA,NA,Nano
10.1016/j.jhazmat.2023.131209,1,1,2,"2,4-D versus 2,4-D based ionic liquids: Effect of cation on herbicide biodegradation, tfdA genes abundance and microbiome changes during soil bioaugmentation.",497,Wilms W.; Woźniak-Karczewska M.; Niemczak M.; Parus A.; Frankowski R.; Wolko; Czarny J.; Piotrowska-Cyplik A.; Zgoła-Grześkowiak A.; Heipieper H.J.; Chrzanowski,2023,"The commercial formulations of herbicides rely on surfactants which increase the efficiency of active substance. Herbicidal ionic liquids (ILs), in which cationic surfactants are combined with herbicidal anions, allow for additives’ reduction and ensure very good herbicide performance with lower doses. We aimed to test the impact of synthetic and natural cations on biological degradation of 2,4-dichlorophenoxyacetic acid (2,4-D). Although primary biodegradation was high, the mineralization in agricultural soil indicated incomplete conversion of ILs to CO2. Even the introduction of naturally-derived cations resulted in an increase in the herbicide's half-lives – from 32 days for [Na][2,4-D] to 120 days for [Chol][2,4-D] and 300 days for the synthetic tetramethylammonium derivative [TMA][2,4-D]. Bioaugmentation with 2,4-D-degrading strains improves the herbicides’ degradation, which was reflected by higher abundance of tfdA genes. Microbial community analysis confirmed that hydrophobic cationic surfactants, even those based on natural compounds, played a negative role on microbial biodiversity. Our study provides a valuable indication for further research related to the production of a new generation of environmentally friendly compounds. Moreover, the results shed a new light on the ionic liquids as independent mixtures of ions in the environment, as opposed to treating them as new type of environmental pollutants. © 2023 Elsevier B.V.",Journal of Hazardous Materials,452,NA,NA,Normal
10.1016/j.jtherbio.2024.103816,1,1,2,Changes in thermal sensitivity of Rhinella arenarum tadpoles (Anura: Bufonidae) exposed to sublethal concentrations of different pesticide fractions (Lorsban® 75WG).,355,Gordillo L.; Quiroga L.; Ray M.; Sanabria E.,2024,"The intensive use of agrochemicals and the rapid increase of global temperatures have modified the thermal conditions of aquatic environments, thus increasing amphibians' vulnerability to global warming and positioning them at great risk. Commercial formulations of chlorpyrifos (COM) are the pesticides most widely used in agricultural activities, with a high toxic potential on amphibians. However, little is known about the separate effects of the active ingredient (CPF) and adjuvants (AD). We studied the thermal sensitivity at different concentrations and pesticide fractions in Rhinella arenarum tadpoles, on thermal tolerance limits (CTmax = Critical thermal maximum and CTmin = Critical thermal minimum), swimming speed (Ss), Optimum temperature (Top), and Thermal breadth 50 (B50). Our results demonstrate that the pesticide active ingredient, the adjuvants, and the commercial formulation of chlorpyrifos differentially impair the thermal sensitivity of R. arenarum tadpoles. The pesticide fractions affected the heat and the cold tolerance (CTmax and CTmin), depending on the concentrations they were exposed to. The locomotor performance (Ss, Top, and B50) of tadpoles also varied among fractions, treatments, and environmental temperatures. In the context of climate change, the outcomes presented are particularly relevant, as mean temperatures are increasing at unprecedented rates, which suggests that tadpoles inhabiting warming and polluted ponds are currently experiencing deleterious conditions. Considering that larval stages of amphibians are the most susceptible to changing environmental conditions and the alarming predictions about environmental temperatures in the future, it is likely that the synergism between high temperatures and pesticide exposure raise the threat of population deletions in the coming years. © 2024 Elsevier Ltd",Journal of Thermal Biology,120,NA,NA,Normal
