DATA_ID,estimate_fungicide,lower_fungicide,upper_fungicide,estimate_herbicide,lower_herbicide,upper_herbicide,estimate_insecticide,lower_insecticide,upper_insecticide
573,-0.7727,-1.6476,0.1021,-0.978,-1.3336,-0.6223,-0.2397,-0.594,0.1147
574,-0.7634,-1.6377,0.1109,-0.9779,-1.3336,-0.6221,-0.2394,-0.5938,0.115
575,-0.7491,-1.6233,0.1251,-0.9778,-1.3336,-0.6219,-0.2389,-0.5934,0.1156
576,-0.7528,-1.6269,0.1213,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
468,-0.7539,-1.6279,0.1202,-0.9778,-1.3336,-0.622,-0.2388,-0.5933,0.1157
469,-0.7538,-1.6279,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
470,-0.7538,-1.6279,0.1203,-0.9778,-1.3336,-0.622,-0.2391,-0.5935,0.1154
471,-0.7539,-1.628,0.1202,-0.9779,-1.3337,-0.622,-0.2394,-0.5939,0.1151
472,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.2391,-0.5936,0.1154
473,-0.754,-1.628,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
474,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
475,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.2389,-0.5934,0.1156
539,-0.7527,-1.6276,0.1221,-0.974,-1.3313,-0.6168,-0.2387,-0.5936,0.1163
558,-0.7742,-1.6603,0.1118,-0.9769,-1.3334,-0.6205,-0.2326,-0.5903,0.1251
559,-0.8657,-1.7913,0.06,-0.9773,-1.3327,-0.6218,-0.2341,-0.5885,0.1203
492,-0.7515,-1.6278,0.1248,-0.9779,-1.3351,-0.6208,-0.2397,-0.5979,0.1184
547,-0.7498,-1.6214,0.1218,-0.971,-1.3265,-0.6154,-0.2388,-0.5927,0.1151
548,-0.7543,-1.6287,0.1201,-0.9755,-1.3313,-0.6196,-0.2385,-0.593,0.116
549,-0.7549,-1.6299,0.1201,-0.9784,-1.3345,-0.6224,-0.2388,-0.5935,0.1158
550,-0.7536,-1.6276,0.1203,-0.9745,-1.3303,-0.6187,-0.2385,-0.5929,0.1159
551,-0.7547,-1.6294,0.12,-0.9764,-1.3323,-0.6205,-0.2386,-0.5932,0.116
552,-0.75,-1.6226,0.1225,-0.983,-1.339,-0.627,-0.2408,-0.5951,0.1136
553,-0.7549,-1.6299,0.1201,-0.9787,-1.3347,-0.6226,-0.2389,-0.5936,0.1158
554,-0.7548,-1.6296,0.12,-0.9767,-1.3327,-0.6208,-0.2386,-0.5932,0.116
555,-0.7469,-1.6178,0.1239,-0.9841,-1.34,-0.6282,-0.2417,-0.5958,0.1124
540,-0.8571,-1.7707,0.0566,-0.9786,-1.3343,-0.6228,-0.2431,-0.5978,0.1115
493,-0.754,-1.6287,0.1208,-0.9827,-1.339,-0.6263,-0.2398,-0.5945,0.115
494,-0.7546,-1.6297,0.1204,-0.9796,-1.3359,-0.6233,-0.2391,-0.5939,0.1157
495,-0.7545,-1.6294,0.1205,-0.9756,-1.3318,-0.6193,-0.2385,-0.5932,0.1162
496,-0.7539,-1.6287,0.1208,-0.9736,-1.3299,-0.6174,-0.2383,-0.593,0.1164
566,-0.7606,-1.634,0.1128,-0.9818,-1.3373,-0.6262,-0.2648,-0.6214,0.0918
583,-0.7537,-1.6278,0.1205,-0.978,-1.3339,-0.6221,-0.2391,-0.5936,0.1154
584,-0.7537,-1.6278,0.1205,-0.978,-1.3339,-0.6221,-0.2391,-0.5936,0.1154
556,-0.7558,-1.6306,0.119,-0.9793,-1.3354,-0.6231,-0.2481,-0.6037,0.1075
557,-0.7518,-1.6272,0.1237,-0.9772,-1.3337,-0.6207,-0.2344,-0.5903,0.1216
450,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
451,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.2391,-0.5936,0.1154
452,-0.7537,-1.6277,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1155
453,-0.7525,-1.6261,0.1212,-0.9771,-1.3328,-0.6214,-0.235,-0.5895,0.1195
454,-0.7546,-1.6296,0.1204,-0.9779,-1.3339,-0.6219,-0.2382,-0.5931,0.1168
455,-0.7543,-1.6293,0.1206,-0.9786,-1.3349,-0.6223,-0.2438,-0.599,0.1113
433,-0.7471,-1.6215,0.1273,-0.9823,-1.3396,-0.625,-0.2414,-0.597,0.1141
434,-0.7539,-1.628,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
435,-0.7539,-1.628,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
436,-0.7539,-1.628,0.1202,-0.9779,-1.3337,-0.622,-0.239,-0.5935,0.1154
437,-0.7539,-1.628,0.1201,-0.9777,-1.3335,-0.6219,-0.239,-0.5935,0.1154
438,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
439,-0.7539,-1.628,0.1202,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
440,-0.7536,-1.6277,0.1206,-0.978,-1.3339,-0.6221,-0.2391,-0.5936,0.1154
441,-0.7539,-1.6279,0.12,-0.9775,-1.3332,-0.6218,-0.2389,-0.5933,0.1155
442,-0.7538,-1.6279,0.1203,-0.9779,-1.3338,-0.6221,-0.2391,-0.5936,0.1154
443,-0.754,-1.6281,0.1201,-0.9777,-1.3335,-0.6219,-0.239,-0.5934,0.1155
444,-0.7511,-1.6261,0.1239,-0.9788,-1.335,-0.6227,-0.2391,-0.5939,0.1157
445,-0.7501,-1.6232,0.1229,-0.977,-1.3325,-0.6214,-0.239,-0.5931,0.1152
446,-0.7539,-1.628,0.1202,-0.9779,-1.3337,-0.622,-0.2391,-0.5936,0.1154
447,-0.754,-1.628,0.1201,-0.9777,-1.3335,-0.6219,-0.239,-0.5935,0.1154
448,-0.7538,-1.6285,0.1208,-0.9784,-1.3344,-0.6224,-0.2391,-0.5938,0.1156
449,-0.7536,-1.6275,0.1204,-0.9777,-1.3335,-0.6219,-0.239,-0.5935,0.1154
463,-0.7534,-1.6269,0.1202,-0.9834,-1.3387,-0.6282,-0.2251,-0.5804,0.1302
464,-0.7517,-1.6241,0.1206,-0.9862,-1.341,-0.6315,-0.2179,-0.5726,0.1369
465,-0.7485,-1.6242,0.1273,-0.9942,-1.354,-0.6344,-0.2306,-0.587,0.1258
466,-0.7528,-1.6273,0.1216,-0.9812,-1.3376,-0.6248,-0.2373,-0.5921,0.1175
415,-0.7537,-1.6278,0.1204,-0.978,-1.3338,-0.6221,-0.2391,-0.5936,0.1154
417,-0.7537,-1.6278,0.1204,-0.978,-1.3339,-0.6222,-0.2391,-0.5936,0.1154
416,-0.7537,-1.6278,0.1204,-0.9777,-1.3335,-0.6218,-0.239,-0.5935,0.1155
418,-0.7537,-1.6277,0.1204,-0.9774,-1.3332,-0.6216,-0.239,-0.5935,0.1155
328,-0.7537,-1.6277,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
329,-0.7535,-1.6277,0.1208,-0.9769,-1.333,-0.6208,-0.2389,-0.5935,0.1156
283,-0.7551,-1.6287,0.1184,-0.9733,-1.3289,-0.6178,-0.2379,-0.592,0.1161
284,-0.7548,-1.6287,0.119,-0.9747,-1.3305,-0.6189,-0.2382,-0.5925,0.116
285,-0.7547,-1.6287,0.1193,-0.9751,-1.331,-0.6193,-0.2383,-0.5926,0.1159
286,-0.7542,-1.6285,0.1201,-0.9769,-1.333,-0.6208,-0.2388,-0.5933,0.1158
287,-0.7542,-1.6285,0.1202,-0.9769,-1.333,-0.6208,-0.2388,-0.5933,0.1158
245,-0.7536,-1.6278,0.1206,-0.9781,-1.334,-0.6221,-0.2391,-0.5936,0.1154
261,-0.727,-1.6028,0.1488,-0.9788,-1.3347,-0.6229,-0.2455,-0.6002,0.1093
262,-0.7851,-1.6883,0.1182,-0.9778,-1.3336,-0.622,-0.2374,-0.5921,0.1172
263,-0.7783,-1.6697,0.1131,-0.9771,-1.3334,-0.6208,-0.2332,-0.5904,0.1241
264,-0.7756,-1.6701,0.1189,-0.9778,-1.3336,-0.6221,-0.2379,-0.5925,0.1167
279,-0.7511,-1.6256,0.1233,-0.9763,-1.3322,-0.6203,-0.2287,-0.5842,0.1267
280,-0.7539,-1.6295,0.1217,-0.9788,-1.3355,-0.6221,-0.2452,-0.6013,0.1108
390,-0.7551,-1.6298,0.1196,-0.9781,-1.3339,-0.6223,-0.2395,-0.5941,0.115
399,-0.7551,-1.63,0.1199,-0.9781,-1.334,-0.6222,-0.2389,-0.5936,0.1158
400,-0.755,-1.6299,0.12,-0.978,-1.3339,-0.6221,-0.2387,-0.5934,0.116
401,-0.7541,-1.629,0.1207,-0.9778,-1.3338,-0.6218,-0.2379,-0.5926,0.1168
402,-0.7546,-1.6295,0.1204,-0.9779,-1.3339,-0.622,-0.2383,-0.593,0.1164
391,-0.7552,-1.6295,0.1192,-0.9782,-1.3339,-0.6225,-0.2404,-0.5949,0.1141
392,-0.7535,-1.6283,0.1212,-0.9777,-1.3337,-0.6216,-0.2375,-0.5922,0.1173
393,-0.7552,-1.63,0.1197,-0.9781,-1.334,-0.6222,-0.2392,-0.5939,0.1154
394,-0.7549,-1.6298,0.1201,-0.978,-1.3339,-0.6221,-0.2386,-0.5933,0.1162
395,-0.7551,-1.6299,0.1196,-0.9781,-1.334,-0.6223,-0.2394,-0.594,0.1153
396,-0.7552,-1.6299,0.1195,-0.9781,-1.334,-0.6223,-0.2396,-0.5942,0.115
397,-0.7545,-1.6294,0.1205,-0.9779,-1.3339,-0.6219,-0.2381,-0.5928,0.1166
398,-0.7552,-1.6297,0.1193,-0.9782,-1.3339,-0.6224,-0.2401,-0.5946,0.1145
210,-0.7541,-1.6281,0.12,-0.9779,-1.3337,-0.6221,-0.2395,-0.594,0.115
211,-0.754,-1.6281,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
212,-0.7539,-1.6279,0.1202,-0.9778,-1.3336,-0.622,-0.2391,-0.5935,0.1154
213,-0.7533,-1.6274,0.1209,-0.9777,-1.3335,-0.6218,-0.238,-0.5925,0.1165
50,-0.7545,-1.6291,0.1201,-0.978,-1.3339,-0.6221,-0.2392,-0.5938,0.1154
59,-0.7538,-1.6279,0.1204,-0.9778,-1.3337,-0.622,-0.2391,-0.5936,0.1154
60,-0.7548,-1.6296,0.12,-0.978,-1.3338,-0.6221,-0.2386,-0.5932,0.116
61,-0.7521,-1.6252,0.1209,-0.9774,-1.333,-0.6217,-0.238,-0.5922,0.1162
62,-0.7541,-1.6286,0.1203,-0.978,-1.3339,-0.6221,-0.2396,-0.5941,0.115
63,-0.7536,-1.6277,0.1205,-0.9779,-1.3338,-0.622,-0.24,-0.5945,0.1146
64,-0.7538,-1.6279,0.1204,-0.9778,-1.3337,-0.622,-0.2391,-0.5936,0.1154
65,-0.7548,-1.6297,0.12,-0.978,-1.334,-0.6221,-0.2391,-0.5938,0.1155
66,-0.7548,-1.6296,0.12,-0.978,-1.3339,-0.6221,-0.2391,-0.5938,0.1155
67,-0.7366,-1.5999,0.1267,-0.9746,-1.3292,-0.6201,-0.2393,-0.5916,0.1129
68,-0.7549,-1.6298,0.12,-0.978,-1.334,-0.6221,-0.239,-0.5936,0.1157
51,-0.7498,-1.6215,0.1218,-0.977,-1.3324,-0.6215,-0.2381,-0.592,0.1159
69,-0.7532,-1.6271,0.1206,-0.9779,-1.3337,-0.622,-0.2401,-0.5946,0.1143
70,-0.7524,-1.6258,0.121,-0.9778,-1.3336,-0.6219,-0.2405,-0.5949,0.1139
71,-0.7541,-1.6285,0.1203,-0.978,-1.3339,-0.6221,-0.2397,-0.5943,0.1149
72,-0.7538,-1.6279,0.1204,-0.9778,-1.3337,-0.622,-0.2391,-0.5936,0.1154
73,-0.755,-1.6299,0.1199,-0.978,-1.3339,-0.6221,-0.2388,-0.5935,0.1158
74,-0.7544,-1.629,0.1202,-0.978,-1.3339,-0.6221,-0.2394,-0.5941,0.1152
75,-0.7425,-1.6094,0.1245,-0.9756,-1.3306,-0.6207,-0.2387,-0.5916,0.1143
76,-0.7547,-1.6295,0.12,-0.9779,-1.3338,-0.6221,-0.2384,-0.593,0.1162
77,-0.7526,-1.626,0.1209,-0.9778,-1.3336,-0.622,-0.2405,-0.5949,0.114
78,-0.7501,-1.622,0.1219,-0.9775,-1.3332,-0.6217,-0.2415,-0.5956,0.1127
52,-0.7547,-1.6295,0.12,-0.978,-1.3339,-0.6221,-0.239,-0.5936,0.1156
79,-0.7526,-1.626,0.1209,-0.9778,-1.3336,-0.622,-0.2405,-0.5949,0.1139
80,-0.7538,-1.6279,0.1204,-0.9778,-1.3337,-0.622,-0.2391,-0.5936,0.1154
81,-0.755,-1.6299,0.1199,-0.978,-1.334,-0.6221,-0.2389,-0.5936,0.1157
82,-0.7549,-1.6298,0.12,-0.978,-1.334,-0.6221,-0.239,-0.5936,0.1157
83,-0.7396,-1.6048,0.1256,-0.9752,-1.3299,-0.6204,-0.239,-0.5916,0.1137
84,-0.7544,-1.6289,0.1202,-0.978,-1.3339,-0.6221,-0.2395,-0.5941,0.1151
85,-0.7531,-1.6269,0.1207,-0.9779,-1.3337,-0.622,-0.2402,-0.5947,0.1143
86,-0.7543,-1.6288,0.1202,-0.978,-1.3339,-0.6221,-0.2396,-0.5942,0.115
87,-0.7538,-1.6279,0.1204,-0.9778,-1.3337,-0.622,-0.2391,-0.5936,0.1154
88,-0.7549,-1.6297,0.12,-0.978,-1.3339,-0.6221,-0.239,-0.5936,0.1157
53,-0.7528,-1.6265,0.1208,-0.9778,-1.3337,-0.622,-0.2403,-0.5948,0.1141
89,-0.7549,-1.6298,0.12,-0.978,-1.3339,-0.6221,-0.2388,-0.5935,0.1158
90,-0.7361,-1.5992,0.1269,-0.9746,-1.3291,-0.62,-0.2394,-0.5916,0.1128
91,-0.7538,-1.6279,0.1204,-0.9778,-1.3337,-0.622,-0.2391,-0.5936,0.1154
92,-0.7541,-1.6284,0.1203,-0.978,-1.3339,-0.6221,-0.2396,-0.5942,0.1149
93,-0.7544,-1.6289,0.1202,-0.978,-1.3339,-0.6221,-0.2395,-0.5941,0.1151
94,-0.7538,-1.6279,0.1204,-0.9778,-1.3337,-0.622,-0.2391,-0.5936,0.1154
54,-0.7538,-1.6279,0.1204,-0.9778,-1.3337,-0.622,-0.2391,-0.5936,0.1154
55,-0.7548,-1.6295,0.12,-0.978,-1.334,-0.6221,-0.2392,-0.5938,0.1155
56,-0.7541,-1.6284,0.1202,-0.9778,-1.3336,-0.622,-0.2382,-0.5927,0.1163
57,-0.7545,-1.6291,0.1201,-0.9779,-1.3338,-0.6221,-0.2387,-0.5933,0.1159
58,-0.7548,-1.6296,0.12,-0.978,-1.3338,-0.6221,-0.2385,-0.5931,0.1162
376,-0.7542,-1.6286,0.1201,-0.9781,-1.334,-0.6223,-0.239,-0.5935,0.1156
385,-0.7517,-1.6255,0.122,-0.9746,-1.3307,-0.6186,-0.239,-0.5936,0.1156
386,-0.7537,-1.6283,0.1209,-0.9761,-1.3322,-0.6201,-0.2388,-0.5934,0.1159
387,-0.7549,-1.6296,0.1197,-0.979,-1.3349,-0.6232,-0.2389,-0.5935,0.1156
388,-0.7543,-1.6291,0.1205,-0.9768,-1.3328,-0.6208,-0.2387,-0.5934,0.116
389,-0.7547,-1.6296,0.1203,-0.9773,-1.3333,-0.6213,-0.2387,-0.5934,0.116
377,-0.7551,-1.63,0.1199,-0.9783,-1.3342,-0.6223,-0.2388,-0.5934,0.1159
378,-0.7551,-1.6299,0.1197,-0.9788,-1.3346,-0.6229,-0.2389,-0.5935,0.1157
379,-0.7547,-1.6297,0.1202,-0.9774,-1.3334,-0.6214,-0.2387,-0.5934,0.116
380,-0.755,-1.6298,0.1197,-0.9789,-1.3348,-0.6231,-0.2389,-0.5935,0.1157
381,-0.755,-1.6297,0.1197,-0.979,-1.3349,-0.6232,-0.2389,-0.5935,0.1156
382,-0.755,-1.6296,0.1197,-0.9791,-1.335,-0.6233,-0.2389,-0.5935,0.1156
383,-0.7544,-1.6285,0.1197,-0.9799,-1.3356,-0.6241,-0.2392,-0.5936,0.1152
384,-0.755,-1.6296,0.1197,-0.979,-1.3349,-0.6232,-0.2389,-0.5935,0.1156
424,-0.7533,-1.6278,0.1212,-0.9777,-1.3337,-0.6217,-0.2382,-0.5931,0.1168
425,-0.7554,-1.6307,0.1198,-0.9795,-1.336,-0.623,-0.25,-0.6068,0.1068
281,-0.7561,-1.6309,0.1187,-0.9788,-1.3347,-0.6229,-0.2436,-0.599,0.1118
282,-0.7563,-1.6311,0.1185,-0.9788,-1.3347,-0.623,-0.2441,-0.5995,0.1113
426,-0.7551,-1.6299,0.1197,-0.9781,-1.334,-0.6222,-0.2394,-0.5941,0.1153
427,-0.7557,-1.6301,0.1187,-0.9784,-1.3341,-0.6227,-0.2414,-0.5959,0.1132
428,-0.7553,-1.6301,0.1196,-0.9782,-1.334,-0.6223,-0.2396,-0.5943,0.1151
429,-0.7547,-1.6297,0.1203,-0.978,-1.334,-0.622,-0.2385,-0.5933,0.1163
430,-0.7556,-1.6302,0.1191,-0.9783,-1.3341,-0.6225,-0.2407,-0.5953,0.114
431,-0.7536,-1.6286,0.1214,-0.9777,-1.3338,-0.6216,-0.2371,-0.592,0.1179
432,-0.7541,-1.6289,0.1208,-0.9778,-1.3338,-0.6218,-0.238,-0.5928,0.1167
222,-0.7524,-1.6286,0.1239,-0.9784,-1.3356,-0.6213,-0.243,-0.6011,0.1151
288,-0.748,-1.6235,0.1275,-0.9761,-1.3331,-0.6191,-0.2293,-0.5856,0.127
289,-0.7558,-1.6298,0.1182,-0.9801,-1.3362,-0.6239,-0.2549,-0.6105,0.1006
318,-0.7534,-1.6274,0.1205,-0.9774,-1.3332,-0.6216,-0.239,-0.5935,0.1154
319,-0.725,-1.5949,0.1449,-0.9334,-1.2933,-0.5734,-0.2381,-0.5945,0.1184
321,-0.728,-1.5991,0.1432,-1.0153,-1.3759,-0.6547,-0.2521,-0.6092,0.105
30,-0.754,-1.6294,0.1214,-0.9781,-1.3344,-0.6218,-0.2397,-0.5955,0.1161
31,-0.7534,-1.6287,0.1219,-0.9777,-1.3339,-0.6214,-0.2369,-0.5926,0.1189
162,-0.7502,-1.6262,0.1258,-0.9769,-1.3339,-0.6199,-0.2331,-0.5911,0.1249
420,-0.7544,-1.6295,0.1207,-0.9779,-1.3339,-0.6218,-0.238,-0.593,0.117
421,-0.7551,-1.6301,0.12,-0.9782,-1.3342,-0.6222,-0.2402,-0.5951,0.1148
422,-0.7547,-1.6297,0.1204,-0.978,-1.334,-0.622,-0.2387,-0.5937,0.1163
423,-0.755,-1.63,0.1201,-0.9782,-1.3342,-0.6222,-0.2398,-0.5948,0.1152
358,-0.7541,-1.6282,0.1199,-0.9779,-1.3337,-0.6221,-0.2395,-0.594,0.1149
359,-0.754,-1.628,0.1201,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
360,-0.7539,-1.628,0.1201,-0.9778,-1.3336,-0.622,-0.2391,-0.5936,0.1154
361,-0.7536,-1.6278,0.1205,-0.9777,-1.3336,-0.6219,-0.2385,-0.593,0.116
209,-0.7489,-1.6226,0.1248,-0.9745,-1.3301,-0.6189,-0.2174,-0.5739,0.139
202,-0.7537,-1.6278,0.1205,-0.9778,-1.3337,-0.622,-0.239,-0.5935,0.1154
203,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
204,-0.7537,-1.6278,0.1203,-0.9773,-1.3332,-0.6215,-0.2389,-0.5934,0.1155
205,-0.7536,-1.6278,0.1205,-0.978,-1.3339,-0.6221,-0.2391,-0.5936,0.1154
206,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
207,-0.7537,-1.6278,0.1204,-0.9778,-1.3336,-0.622,-0.239,-0.5935,0.1154
208,-0.7537,-1.6278,0.1203,-0.9774,-1.3332,-0.6216,-0.239,-0.5934,0.1155
458,-0.7541,-1.6264,0.1182,-0.9488,-1.3061,-0.5915,-0.2342,-0.5877,0.1194
325,-0.7368,-1.6056,0.132,-0.939,-1.2964,-0.5816,-0.2364,-0.5908,0.118
326,-0.7341,-1.6088,0.1405,-1.0067,-1.3675,-0.646,-0.249,-0.6066,0.1086
1,-0.7561,-1.6306,0.1185,-0.9823,-1.3387,-0.6259,-0.2392,-0.5936,0.1152
5,-0.7588,-1.631,0.1135,-0.9916,-1.3467,-0.6365,-0.24,-0.5931,0.1132
246,-0.7502,-1.6244,0.1239,-1.0017,-1.3606,-0.6428,-0.2257,-0.5812,0.1298
247,-0.7528,-1.628,0.1224,-0.9799,-1.3363,-0.6236,-0.2338,-0.5901,0.1225
248,-0.7522,-1.6273,0.123,-0.9805,-1.3369,-0.6241,-0.2322,-0.5885,0.124
9,-0.7534,-1.6275,0.1206,-0.9775,-1.3334,-0.6216,-0.2391,-0.5936,0.1154
10,-0.754,-1.6281,0.1201,-0.978,-1.3338,-0.6222,-0.239,-0.5935,0.1154
11,-0.7533,-1.6274,0.1208,-0.9773,-1.3333,-0.6214,-0.2391,-0.5936,0.1155
12,-0.7542,-1.6282,0.1199,-0.9782,-1.334,-0.6225,-0.239,-0.5934,0.1154
13,-0.7538,-1.628,0.1204,-0.9777,-1.3336,-0.6219,-0.239,-0.5935,0.1155
14,-0.7537,-1.6274,0.1201,-0.9781,-1.3338,-0.6223,-0.2391,-0.5935,0.1153
15,-0.7537,-1.6277,0.1202,-0.978,-1.3338,-0.6222,-0.2391,-0.5935,0.1154
16,-0.7537,-1.6278,0.1204,-0.9778,-1.3337,-0.622,-0.239,-0.5935,0.1154
17,-0.7539,-1.6276,0.1199,-0.9784,-1.334,-0.6227,-0.2391,-0.5934,0.1152
18,-0.7537,-1.6279,0.1205,-0.9777,-1.3335,-0.6218,-0.239,-0.5935,0.1155
118,-0.7561,-1.6301,0.118,-0.9822,-1.3378,-0.6266,-0.2392,-0.5933,0.115
119,-0.7548,-1.6298,0.1202,-0.9784,-1.3346,-0.6221,-0.2389,-0.5936,0.1158
120,-0.7554,-1.6301,0.1194,-0.9796,-1.3357,-0.6236,-0.2389,-0.5935,0.1156
121,-0.7554,-1.6302,0.1193,-0.9798,-1.3359,-0.6238,-0.2389,-0.5935,0.1156
122,-0.7537,-1.6278,0.1205,-0.9777,-1.3336,-0.6219,-0.239,-0.5935,0.1155
6,-0.7519,-1.6279,0.124,-0.9814,-1.3406,-0.6222,-0.2401,-0.5957,0.1155
368,-0.7541,-1.6285,0.1204,-0.9779,-1.3338,-0.622,-0.2386,-0.5933,0.116
369,-0.7543,-1.6293,0.1206,-0.9779,-1.3339,-0.6219,-0.2381,-0.5929,0.1167
371,-0.7539,-1.6286,0.1208,-0.9777,-1.3337,-0.6218,-0.2378,-0.5925,0.117
372,-0.7545,-1.6295,0.1205,-0.9779,-1.3339,-0.6219,-0.2381,-0.593,0.1168
373,-0.7553,-1.6291,0.1185,-0.9786,-1.3343,-0.623,-0.2443,-0.5988,0.1102
374,-0.754,-1.6289,0.121,-0.9777,-1.3338,-0.6217,-0.2374,-0.5922,0.1175
375,-0.755,-1.6296,0.1196,-0.9782,-1.334,-0.6223,-0.2403,-0.5949,0.1144
277,-0.7497,-1.6253,0.1259,-0.9763,-1.333,-0.6196,-0.229,-0.5867,0.1286
290,-0.7566,-1.6314,0.1182,-0.9721,-1.3287,-0.6154,-0.2477,-0.6038,0.1085
291,-0.7552,-1.6302,0.1199,-0.9742,-1.3317,-0.6167,-0.2414,-0.5968,0.114
292,-0.7544,-1.6295,0.1207,-0.9791,-1.3358,-0.6225,-0.2372,-0.5934,0.119
293,-0.7536,-1.6283,0.1212,-0.986,-1.3434,-0.6286,-0.2335,-0.5887,0.1218
294,-0.7539,-1.6289,0.1212,-0.9804,-1.337,-0.6237,-0.2353,-0.5915,0.1209
295,-0.7552,-1.6303,0.1199,-0.9742,-1.3317,-0.6166,-0.2414,-0.5968,0.114
216,-0.7569,-1.6307,0.1168,-0.9827,-1.3381,-0.6273,-0.239,-0.5929,0.1149
217,-0.757,-1.6306,0.1165,-0.9831,-1.3384,-0.6278,-0.2391,-0.5929,0.1148
218,-0.7569,-1.6307,0.1168,-0.9827,-1.3381,-0.6274,-0.239,-0.5929,0.1149
219,-0.7511,-1.6268,0.1246,-0.9733,-1.3305,-0.6162,-0.239,-0.5945,0.1165
220,-0.7581,-1.6263,0.11,-1.0044,-1.358,-0.6507,-0.2421,-0.5937,0.1095
221,-0.7475,-1.6245,0.1295,-0.9689,-1.3278,-0.6099,-0.2391,-0.5956,0.1174
322,-0.7509,-1.6229,0.1212,-0.962,-1.3178,-0.6062,-0.2371,-0.591,0.1169
323,-0.7499,-1.6248,0.1251,-0.9884,-1.3458,-0.631,-0.2418,-0.5972,0.1137
324,-0.7544,-1.6296,0.1207,-0.9782,-1.3348,-0.6217,-0.2389,-0.5938,0.1159
276,-0.7534,-1.6279,0.121,-0.9801,-1.3366,-0.6237,-0.2395,-0.5942,0.1152
348,-0.7635,-1.6352,0.1082,-0.9799,-1.3335,-0.6263,-0.2495,-0.6029,0.1039
349,-0.7642,-1.6355,0.1071,-0.9801,-1.3335,-0.6267,-0.2508,-0.604,0.1025
41,-0.7514,-1.6276,0.1248,-0.9741,-1.3337,-0.6145,-0.239,-0.5947,0.1167
